"siteslist","cc","meanmat","varmat","varlogmat","sdmat","meanlo","varlo","varloglo","sdlo","meanutah","meangdd","matslope","matslopese","matslopeconfint11","matslopeconfint89","matslopelog","matslopelogse","matslopelogconfint11","matslopelogconfint89","meanmatlo","varmatlo","sdmatlo","matslopelog_exp"
8,"1990-2010",9.67442369680325,0.862459928550302,0.00962513201730057,0.928687207056446,100.1,85.3578947368421,0.00891817821231039,9.23893363634798,2604.6,67.8649571378421,-2.13695062545766,2.29012026862731,-5.98701972513932,1.71311847422401,-0.192331705344282,0.222306067365513,-0.56606479367188,0.181401382983316,7.21976596765791,0.762199123808086,0.873040161623786,0.825033155191323
9,"1950-1970",8.38996720377396,1.10269043436422,0.0159598844218863,1.05009067911501,110.65,57.2921052631579,0.00479857389055053,7.56915485791894,2133.6,73.6290133890026,-5.36796643990353,1.13386238155648,-7.274175724335,-3.46175715547206,-0.401229482064139,0.088090737477412,-0.549324510511375,-0.253134453616903,7.3117740301175,0.854352229182471,0.92431175973395,0.66949640599089
9,"1990-2010",9.53683402596558,0.895784694955257,0.0102564626793097,0.94645902972884,107.25,41.8815789473684,0.00377208012855055,6.47159786662988,2345.4,75.8269046421771,-1.48141960402908,1.57338037376909,-4.12653097310354,1.16369176504538,-0.136957679124207,0.139247686371009,-0.37105595852179,0.0971406002733759,7.38995144772494,1.17909699011845,1.08586232558205,0.87200712945663
10,"1950-1970",7.94557590935906,1.14818515113954,0.0187543391525304,1.07153401772391,118.25,84.1973684210526,0.0062488560165611,9.17591240264709,2052,100.944578112745,-7.06893087593524,1.13922597469853,-8.98415724322579,-5.15370450864469,-0.464639352417148,0.0807277607983781,-0.600356005203522,-0.328922699630775,8.17898368815321,0.947170476580354,0.973226837166112,0.628361681451666
10,"1990-2010",8.89339654034753,0.911431614221759,0.0121379515633388,0.954689276268336,105.5,47.4210526315789,0.00440568722023089,6.88629455016113,2284.2,57.2105804323121,-1.2599686498186,1.67401170501876,-4.07425784951259,1.55432054987539,-0.10332781144088,0.139899030830173,-0.338521108078313,0.131865485196554,6.57687082073741,0.912648793748766,0.955326537760135,0.901831294404623
11,"1950-1970",7.68809221946209,1.37629740231537,0.0238494279055135,1.17315702372503,114.95,84.4710526315789,0.0066595177494969,9.1908134912846,1920.6,77.766803367605,-6.73082611683451,0.944915067853129,-8.3193838683213,-5.14226836534771,-0.444486790335759,0.0673561240614069,-0.557723520945801,-0.331250059725718,7.19832241975011,0.604580591846024,0.777547806791341,0.641153237649779
11,"1990-2010",8.64502154589914,0.890113556928055,0.0123710108938693,0.943458296337498,110.2,26.9052631578947,0.00229782800768449,5.18702835522371,2209.8,57.0589643370809,-2.57226064022477,1.14528626368127,-4.49767535075092,-0.646845929698615,-0.198481006550032,0.0901690498696122,-0.350070020195474,-0.0468919929045899,6.46175792008458,1.03193466524414,1.0158418505083,0.819975344753188
12,"1950-1970",6.87526071589116,1.24437521412137,0.0272164219474962,1.11551567184032,112.15,91.3973684210526,0.00747215164168189,9.56019709111965,1798.8,57.7375562777461,-7.61654621032182,0.92606166644845,-9.17340829098886,-6.05968412965477,-0.458274782629154,0.0598748345318818,-0.558934234203689,-0.35761533105462,6.19638695827415,0.34766437297892,0.589630708985649,0.632373687027004
12,"1990-2010",8.04842373314719,0.854681928450285,0.0138070454379994,0.92449009105035,108.9,19.5684210526316,0.00165260724306176,4.42362080796168,2124.6,51.3630510561816,-1.26579999778736,1.08764041213296,-3.09430254399997,0.562702548425242,-0.0901120857376202,0.0787305009682175,-0.222471016022919,0.0422468445476784,5.96004825387931,1.080463925904,1.03945366703091,0.913828752360934
13,"1950-1970",8.21605959896545,1.19214620221008,0.0185064121125264,1.09185447849523,114.5,83.3157894736842,0.00680834103925882,9.12774832440532,2163.6,85.0182128200729,-6.73566689321734,1.16709554435839,-8.6977465941248,-4.77358719230988,-0.471692313084382,0.089875619326723,-0.62278802169185,-0.320596604476914,7.66807240925038,0.990663933683637,0.995321020416849,0.623945463241035
