"Mean.Utah.1","Mean.Port.1","Mean.GDD.1","Spring.Temp.1","Site Num..1","Mean.Utah.2","Mean.Port.2","Mean.GDD.2","Spring.Temp.2","Site Num..2","Mean.Utah.3","Mean.Port.3","Mean.GDD.3","Spring.Temp.3","Site Num..3","Mean.Utah.4","Mean.Port.4","Mean.GDD.4","Spring.Temp.4","Site Num..4","Mean.Utah.5","Mean.Port.5","Mean.GDD.5","Spring.Temp.5","Site Num..5","Mean.Utah.6","Mean.Port.6","Mean.GDD.6","Spring.Temp.6","Site Num..6","Mean.Utah.7","Mean.Port.7","Mean.GDD.7","Spring.Temp.7","Site Num..7","Mean.Utah.8","Mean.Port.8","Mean.GDD.8","Spring.Temp.8","Site Num..8","Mean.Utah.9","Mean.Port.9","Mean.GDD.9","Spring.Temp.9","Site Num..9","Mean.Utah.10","Mean.Port.10","Mean.GDD.10","Spring.Temp.10","Site Num..10","Mean.Utah.11","Mean.Port.11","Mean.GDD.11","Spring.Temp.11","Site Num..11","Mean.Utah.12","Mean.Port.12","Mean.GDD.12","Spring.Temp.12","Site Num..12","Mean.Utah.13","Mean.Port.13","Mean.GDD.13","Spring.Temp.13","Site Num..13","Mean.Utah.14","Mean.Port.14","Mean.GDD.14","Spring.Temp.14","Site Num..14","Mean.Utah.15","Mean.Port.15","Mean.GDD.15","Spring.Temp.15","Site Num..15","Mean.Utah.16","Mean.Port.16","Mean.GDD.16","Spring.Temp.16","Site Num..16","Mean.Utah.17","Mean.Port.17","Mean.GDD.17","Spring.Temp.17","Site Num..17","Mean.Utah.18","Mean.Port.18","Mean.GDD.18","Spring.Temp.18","Site Num..18","Mean.Utah.19","Mean.Port.19","Mean.GDD.19","Spring.Temp.19","Site Num..19","Mean.Utah.20","Mean.Port.20","Mean.GDD.20","Spring.Temp.20","Site Num..20","Mean.Utah.21","Mean.Port.21","Mean.GDD.21","Spring.Temp.21","Site Num..21","Mean.Utah.22","Mean.Port.22","Mean.GDD.22","Spring.Temp.22","Site Num..22","Mean.Utah.23","Mean.Port.23","Mean.GDD.23","Spring.Temp.23","Site Num..23","Mean.Utah.24","Mean.Port.24","Mean.GDD.24","Spring.Temp.24","Site Num..24","Mean.Utah.25","Mean.Port.25","Mean.GDD.25","Spring.Temp.25","Site Num..25","Mean.Utah.26","Mean.Port.26","Mean.GDD.26","Spring.Temp.26","Site Num..26","Mean.Utah.27","Mean.Port.27","Mean.GDD.27","Spring.Temp.27","Site Num..27","Mean.Utah.28","Mean.Port.28","Mean.GDD.28","Spring.Temp.28","Site Num..28","Mean.Utah.29","Mean.Port.29","Mean.GDD.29","Spring.Temp.29","Site Num..29"
2916,131.50637700505,17.6992184332704,5.07645149943569,1,1896,107.454684547253,18.3601601115797,4.83790311767089,2,2256,121.059820081894,32.7090503494639,5.6688708410328,3,1872,107.51196189793,31.8984624147045,5.81096761205023,4,2688,128.554989097802,27.9773529273158,5.37999987974763,5,2868,131.982939951486,37.5339639274243,5.9462901896707,6,2736,123.489711815438,47.1482726455953,5.9166127709792,7,2796,128.666104069227,44.6022720769842,6.14370954009674,8,1752,102.038784536135,52.401164454757,6.52338695096513,9,2148,118.062224007618,54.898171138987,6.56467727262286,10,3276,137.210807240566,61.2015814293863,7.01838693990102,11,2904,131.700949497467,75.0011743662417,7.55935466974493,12,1884,106.94493277759,48.9856808611581,6.2072579257731,13,3276,137.025612920888,76.9653272893003,7.81177401894163,14,2796,130.273219666834,73.0019964029276,7.53677402508836,15,2208,119.071973548275,58.8599456547717,6.59419340099539,16,3012,134.18306480964,81.9519675513819,8.09322562555392,17,2880,132.719282373389,75.4001411455733,7.8495159535819,18,2964,133.131583950666,74.6813816682152,7.92548369381937,19,2796,131.162099507797,47.1484715249662,6.63661275488595,20,2400,123.774811577117,74.8491001767114,7.68983853779613,21,3024,130.862609360248,73.1758454939756,7.64709660326762,22,2208,118.281017779399,71.5208535323288,7.39999983459711,23,2952,134.355215825595,67.051822885332,6.83887081488126,24,2352,125.585180192363,87.6580057514361,8.12661272158185,25,2424,126.015004751525,119.733662636143,9.19887076213115,26,2568,127.884923906875,131.009317998985,9.62499978486449,27,2196,118.123886583972,119.769287555851,9.3691933389693,28,2952,131.716393656156,172.523605449097,10.8556449186477,29
2256,114.548732555429,84.7277603083323,5.67274180868821,1,1860,98.0528464307315,98.9824681565365,6.21403211917007,2,1980,106.629006473599,95.5107546974405,6.62806436798025,3,1824,98.4632651841088,118.418436474842,7.52225789638056,4,2172,113.034094161452,96.826035569265,6.47225791984989,5,2208,116.844322572043,114.328386790106,7.52741918658778,6,2364,121.591079530055,144.813037683021,8.05032240070643,7,2220,115.019957753537,120.646151066363,6.99064500503723,8,1752,95.8710388871024,108.946820030981,7.0138708109697,9,1992,102.435119665705,112.153374985715,6.8741933947369,10,2772,129.832610506688,94.259159513085,6.72209662394298,11,2364,118.501996918584,146.627145435055,8.70177399904858,12,1848,98.1409331474209,133.286775523208,7.51354821915588,13,2736,132.54468602122,179.8938516882,9.59338688234528,14,2304,117.386448838061,93.6475033718517,7.05435468103256,15,2100,108.569201981258,98.5301268247023,6.62274178745405,16,2244,118.685304560729,203.070926162846,10.9495158842915,17,2328,117.340333290323,169.986224522991,9.2538707609018,18,2340,120.662466226264,165.480905500715,9.07999979704618,19,2256,116.487066673707,174.551096144511,10.0859675164965,20,2016,108.953285067997,155.044529644678,8.57290303418713,21,2568,128.795261399246,189.263327547986,10.9890320124405,22,2124,108.138254175776,160.25245601846,9.54209656091107,23,2352,119.545802925058,154.703998918879,8.65838690324416,24,2052,104.444854979832,182.155818518967,10.2330642874022,25,2052,108.055725722515,249.18053133019,12.5225803652598,26,2052,111.289246685298,244.561138651536,12.4808061726451,27,2196,110.16515640572,189.236409279851,10.4554836372695,28,2472,123.404009674034,64.8873005079825,5.11564504694674,29
2532,121.289616371739,77.9323356270101,7.97967724099515,1,1860,97.4321480386345,69.8856375390269,7.86967724345384,2,1836,100.71798779337,77.2185890327673,6.89258049110011,3,1632,91.7601505736736,94.3943750459442,8.89741915596589,4,2328,113.62784049251,60.8255199262856,6.37854824452511,5,2244,108.921099446211,84.0081961160226,7.9417740160359,6,2628,122.609628081461,74.9805861687675,8.05951594888803,7,2412,115.215221226513,87.8500131476146,8.45838690771451,8,1560,91.3544279290554,74.6699130906662,8.19112884917206,9,1800,99.5009002533772,101.378709299119,8.93177399390768,10,2604,118.068789778464,86.8122153404919,8.34080626518135,11,2196,109.314178377131,93.5714421769293,8.10693530266684,12,1800,97.288997858137,69.9662293075249,7.43596757572865,13,2280,108.866350647617,113.000514676812,9.27774172811018,14,2208,109.077892964426,89.7274618439396,7.947741757838,15,2028,108.810864703369,77.5850156906177,7.90322562980075,16,2232,108.074423892562,155.843858222689,10.5066126683847,17,2256,112.101284741978,87.2913902590516,7.85564498570297,18,2232,110.01693838193,99.4331251528208,8.76693528791469,19,2472,114.297306156451,87.2656410887992,8.34741916825935,20,2016,103.448980471961,73.5660963756929,7.29016112737478,21,2520,121.403598052318,98.8435259681552,8.92467721987275,22,2064,101.857115644404,92.4820096985917,8.54225787358178,23,2568,120.551350182396,67.6095803163718,7.60612886224783,24,1968,101.612756312294,116.76557718818,9.35854817791692,25,1920,101.570281806673,140.087697335466,9.93241913283184,26,2088,104.247011968396,114.23705082149,9.35080624260609,27,1884,99.5114718433845,117.770569999373,9.1985481814932,28,2568,120.045721722729,80.7420760468612,8.02903207860166,29
2304,116.216797589856,26.9762897987689,5.95838696359386,1,1824,102.009755714411,26.9909824527294,5.25306439871389,2,2064,110.974546431904,29.1678457689243,5.693870840474,3,1896,105.599862036276,37.0438011770204,5.83419341798271,4,2280,117.158335550201,26.2479651159613,5.69903213068122,5,2520,121.314549738885,47.6176015488629,6.86258049177066,6,2244,115.262383725934,34.7881922676045,6.0306450264949,7,2376,118.551595285602,29.4802817575021,5.82064503118877,8,1956,107.422394195681,26.1379705823221,5.48596761931455,9,2028,107.770520089343,36.2722728881868,6.01499986555427,10,2496,122.455525111883,37.212800925303,6.72838694638302,11,2496,122.069540859158,60.1372318509942,7.20532241959365,12,1824,102.527920719503,48.0821914777557,6.13419341127719,13,2556,120.221061312336,73.8363797298057,8.00887078872972,14,2412,121.000324366104,45.1788082227296,6.30790308481383,15,2040,114.891901624723,25.2351813856633,4.76322569998522,16,2328,118.344473196911,116.80536340287,8.99048367001477,17,2436,119.843576230902,93.3752542676609,8.23322562242468,18,2376,118.741200041574,53.5598714097132,7.1595159690046,19,2484,121.083207097061,35.6859872263701,6.1914514745135,20,2088,112.804974603892,40.5495952361167,6.016774059063,21,2400,116.815978829513,44.5250053704929,6.88548371706518,22,2172,116.45995760824,59.5615318083681,6.58822565919329,23,2628,125.327038386009,49.3709717081681,6.24096760243898,24,2148,111.746317889227,133.565068565621,9.80322558733244,25,2232,115.114406476207,71.1161593146637,7.36870951271586,26,2160,114.914136343342,47.5978822211443,6.68919339887197,27,2136,115.088680809304,84.6844308734719,7.62790305530953,28,2376,116.975130306765,43.1612531487162,6.62145146490225,29
1896,106.072924175033,84.112960337918,7.53354821870885,1,1536,91.9116141497373,79.8621896492986,6.60870952970318,2,1560,95.4362962247925,66.5703577764332,6.46645146836677,3,1524,94.8787236188133,49.5192235998891,5.68387084069752,4,1644,100.38211835681,75.8167798793318,6.99645145652035,5,1668,100.261684284006,76.2145418351884,7.39774177013145,6,1860,101.185378690094,76.2121903585785,7.4264514469091,7,1704,102.329760408586,76.442976196054,7.01677403671126,8,1464,90.7504277482925,68.6028498166226,6.35129018061824,9,1560,94.1987964070562,92.374554940819,7.37177402877639,10,1944,110.692827761701,89.9934835726517,8.00483853075533,11,1692,99.7633324925181,97.2951304722498,7.96935466058072,12,1536,92.4806231430444,87.5884274433434,7.09209661567283,13,1908,104.977728742756,92.4831359800576,8.19822562320699,14,1776,103.225285464655,70.0849965914877,6.86225791113271,15,1896,100.850693464411,107.387994477924,7.5819353144015,16,1752,103.166287878201,156.578042688532,9.79451591010776,17,1692,101.514638970587,101.51801028534,8.08387078705334,18,1752,102.556355628985,66.7019872519289,7.07499984186143,19,1692,100.238692984352,82.6920480532473,7.45435467209186,20,1632,95.7615311312713,90.3616270207677,7.40258047970072,21,1944,106.368727098233,129.676945372763,9.30629011456885,22,1680,98.3759638778228,104.467188762345,7.83919337316747,23,1980,105.885387717377,94.9825779995899,7.66548369963083,24,1500,92.7723131114387,63.7688499150229,8.6878569486684,25,1620,95.0967590942319,101.655675373622,7.97532240238281,26,1632,96.8458277119192,128.810347871822,8.71919335349793,27,1680,97.9623650031201,115.865108172084,8.39709658650381,28,1956,106.573568497504,98.9782840392579,8.2087094939404,29
2232,105.802021159416,91.4800500129816,7.81096756734675,1,1524,91.3667587144009,52.2962077433457,5.88258051367537,2,1752,94.4773944010811,56.5590699677953,6.27935469835516,3,1500,89.0661285781035,71.617150145199,6.87322565282304,4,2004,100.01023188949,45.7493159236009,5.88838696515849,5,2088,102.660108554128,50.3742479046249,6.24532244105132,6,2196,103.945803309318,48.5754994248767,6.08322567048092,7,2052,101.916694656731,51.1403319620634,6.02983857490002,8,1620,92.0880154716068,49.0910087389647,5.75258051658109,9,1680,93.4669506965497,61.5365536436398,6.42548372734699,10,2100,108.892386542427,43.7506605894061,6.20096760333305,11,2028,103.514046156356,77.5257813276498,7.26080628932123,12,1584,91.6304675716396,69.8127607670212,6.7898385579127,13,2100,102.386250368622,73.9985946232297,7.42274176957266,14,1980,104.243423204219,56.2140850185754,6.35258050317005,15,1656,94.8551201347438,84.0545841444099,7.06887080974036,16,2064,101.394596497398,135.219196492376,9.50225785212411,17,2016,102.628922856032,94.6452954770868,7.96193530590784,18,2028,99.7874108090505,73.583280910616,7.24935467667397,19,2124,104.017036880308,57.7616941377459,6.33951598733303,20,1860,97.7589979007302,102.594264123008,8.38064497396831,21,2256,109.027611852318,71.630324981554,7.32741919105812,22,1776,97.8427422904803,97.1561046860422,8.06903207770759,23,2112,108.595429132207,76.2100801089815,7.00516113374502,24,1716,94.9689717046054,106.29290335814,8.9170965748809,25,1800,96.4457181884139,106.608889338455,8.48419335875059,26,1908,99.217350051485,105.659321861226,8.51467722903697,27,1944,101.107994798085,67.8283844485362,6.72467726904659,28,2268,106.890300311508,102.822614023011,8.19870949416391,29
2988,134.887502155058,54.3341333636778,6.91887081309312,1,2508,116.421501593508,36.5101999326397,5.83048374064627,2,2532,121.612123391186,60.0884775186543,6.83709662137253,3,2592,119.291726035065,64.5270512537339,6.89145145886728,4,2796,130.200047077669,46.4981042091593,6.61225791672064,5,2808,133.017964876968,65.0742859197853,7.42451596308139,6,3216,139.43284641259,60.7306207859922,7.06193532602441,7,2820,131.372665464272,61.0178877964346,7.81693530914884,8,2508,117.572776504202,44.7600508125245,6.38677405079286,9,2448,119.061199002444,51.8467643975875,6.49322566131671,10,3216,140.857534314945,70.2263811416931,7.69258047321871,11,2652,127.790514828691,77.8782029253985,7.59193531417799,12,2520,115.732720364633,59.175246535748,6.48258050026432,13,2748,132.791096898912,86.4935492024718,8.32564497519765,14,2688,125.330782623053,64.0013925322366,6.99290306950288,15,2556,123.104838226249,46.8732088227807,5.78758051579878,16,2676,129.362476016494,77.5073381352457,7.62177402318846,17,2640,127.649457026057,59.4076427555941,7.01548371415946,18,2724,128.795275912938,73.8622458567192,7.74516111720474,19,2820,131.769962819713,70.3804082323518,7.13419338892544,20,2520,123.470973367907,75.589123734921,7.46741918792888,21,3108,140.9037744348,89.6374488557623,8.32016110435248,22,2556,120.525019590847,57.878564831937,6.45693533954721,23,2868,134.51972543432,59.0411028606277,6.79999984800816,24,2508,119.087025574155,61.2900748432677,6.64967727072297,25,2520,122.421681642156,81.6965789993172,7.64032240987064,26,2556,124.872732540705,84.9270680982602,7.9035482104387,27,2448,121.485651535739,111.600481936934,9.19999979436398,28,3120,138.269038970832,59.3083923094653,7.13999984040856,29
2076,110.120262345448,47.0914978208975,6.12177405671607,1,1704,95.2707674966585,163.787863813373,9.83322558666189,2,1944,100.711984139405,52.5253365499204,6.32790308436679,3,1500,89.0145898042769,6.13521932851085,-0.638870953462057,4,2028,106.42120570333,46.6128377438872,6.10016115397335,5,2184,107.470385906141,44.5849952692418,5.93806438340295,6,1932,104.297102367106,46.6923029473365,6.43774179158913,7,2076,108.543513328335,45.9024613338934,6.09209663802457,8,1512,90.0214783397238,47.6292808067355,6.01564502683018,9,1884,100.715005008718,44.3906788734409,5.85354825625977,10,2316,114.539503280712,54.6974526871936,6.49532243546339,11,2136,106.12653097224,83.0815093835064,7.51693531585437,12,1752,96.4184276173943,48.752234192716,5.71822567863931,13,2280,111.811007401801,52.9762576737543,6.60935469097908,14,2076,105.870612126334,48.4505782589429,6.12806437915612,15,1788,99.8566518862125,55.3679983367817,5.49564503845308,16,2148,106.856679356735,68.6399922707443,7.22274177404301,17,2112,107.288821386676,60.0316485039977,6.79419339652504,18,2244,107.956435599665,64.057395866142,6.98806435993362,19,2124,110.194995594782,80.1022247971817,7.35032241635265,20,2028,104.54470745554,56.1771955941662,6.49274179035978,21,2268,113.265840597616,74.8249841655394,7.39822564108838,22,1848,98.5323057213218,64.5359683166083,6.29677405280452,23,2136,112.333315677434,90.1948608457802,7.22096758053428,24,1932,103.13317782195,146.531361832535,9.49548365872714,25,2016,103.203952662616,157.090002557473,9.88774171447562,26,2064,105.551689173485,111.022475542322,8.22241917105332,27,1860,104.0530338617,209.458464651983,11.63145135292,28,2148,110.342512287052,54.2616588632339,6.74161275253902,29
2748,124.42404874183,126.847436858024,9.62499978486449,1,2340,109.610898718172,53.0984757047465,6.94161274806867,2,2352,112.978382291365,119.459619863467,9.30338688882729,3,2196,107.215698444271,103.979333362353,8.96629012216844,4,2736,123.024263945956,71.48971850686,7.45322563985903,5,2496,116.518933360595,121.519109426973,9.31370946924172,6,2472,120.275208705617,93.395719255817,8.54903206697876,7,2724,123.257941898491,97.1953440083871,8.36629013557948,8,2196,105.258298130088,98.9269005764677,8.79548367437336,9,2376,114.063323496546,65.2419153512055,7.34806435188699,10,2448,118.895219637212,123.10812233017,9.41451591860142,11,2568,120.279164480552,149.148611262397,10.0059675182847,12,2280,110.694019570938,80.2940981708428,7.76677401994746,13,2616,121.549907301991,162.356408578396,10.6806449225593,14,2484,119.729453894279,118.572042033239,9.35854817791692,15,2220,117.034828159548,71.2832138197983,7.09419338981951,16,2568,118.839344369535,166.090851469,10.452096540571,17,2616,120.895616170531,120.471612783531,9.199838504045,18,2532,116.266082109166,122.782717964277,9.43983849868058,19,2616,119.808943120251,138.437892998394,9.64209655867589,20,2520,116.115722412682,117.68072362733,9.25096753516024,21,2652,122.159352911053,141.046379102438,9.80967720009146,22,2136,112.62250247167,99.3028206126155,8.3325804589136,23,2652,123.66610726151,92.4803848710295,8.23016110636414,24,2484,115.821472224599,124.053336623641,9.15403205345595,25,2484,115.536162556852,109.560096393192,8.70999980531633,26,2616,118.801893292326,141.082993312552,9.68193526746285,27,2316,113.584720585897,166.747148381927,10.2658062221542,28,2664,123.334901578135,123.214402427689,9.36338688748618,29
2496,120.592842298411,77.855470513338,8.19451594587055,1,2328,105.906788271259,35.2198349581191,5.23596762490248,2,2304,114.40854946795,73.5100336774926,7.31274177203135,3,2316,112.586322952018,76.286165164524,8.1493546565574,4,2460,114.05334682328,65.6748197094351,7.565483701866,5,2592,121.594775450421,73.679341578983,7.7717740198357,6,2520,120.737952440668,40.3106019054115,6.94854823178462,7,2412,115.886986318821,63.0175558162304,7.4593546719801,8,2292,103.6574191235,52.3585602776552,6.72048372075322,9,2316,110.138716124389,77.6757010173938,7.41225789883925,10,2556,127.970087162482,109.955640984596,9.21451592307177,11,2664,125.225475559062,121.068322710913,9.49338688458046,12,2304,107.953369682414,62.7141299578348,7.37661273834566,13,2736,127.304972515623,134.450545387496,9.84483848962813,14,2748,125.11142027373,83.2593184780709,7.99822562767733,15,2532,114.698349952173,64.1209139617582,7.334838545731,16,2532,120.470366248777,109.708799565595,8.74806432059455,17,2688,126.032611155901,101.555039256559,8.65338690335592,18,2484,120.748923164224,91.7581009214859,8.21903207435483,19,2568,119.837048517559,65.2711278182211,7.31532241713496,20,2436,115.941452502183,82.1706497455913,8.05290304581004,21,2688,127.65672253634,69.5933542346275,8.01499982085079,22,2556,116.963582045903,71.7217410990214,7.28225790174498,23,2700,128.102211795392,66.9910081595094,6.79387081588709,24,2400,110.201102509273,75.9535597302179,7.23209661254359,25,2460,112.93290641913,72.0392724397069,7.20903209693009,26,2484,118.932118925746,88.1520471163324,8.00161272437582,27,2472,114.802457649682,82.7978537864226,7.93677401614766,28,2580,124.307031883211,79.5100229741537,8.24725788017555,29
