"siteslist","cc","meanmat","varmat","sdmat","matslope","matslopese","matslopelog","matslopelogse","matsloplog_exp"
11,"post",4.28014902713823,1.19448147946733,1.09292336394979,-4.44931522916051,1.9815179966184,-0.173565962425186,0.0742293800369188,0.840661697248653
12,"pre",8.29409981461242,0.801668074039187,0.895359187164116,-7.00005223460167,4.17242984454403,-0.518943391603689,0.30932579237983,0.595149055357577
12,"post",6.84442967157648,1.79919222532203,1.34133971286995,-0.307670011413726,0.718458159628835,-0.0152475569150282,0.0492265504573085,0.984868098513856
13,"pre",7.48633983266726,3.55149286884083,1.88454049275701,-7.74305373589466,0.985877452180876,-0.474292865495185,0.0747725544233255,0.622324968366586
13,"post",5.2803683030272,0.739910834882779,0.860180698971314,-3.13965172115799,1.15653684186195,-0.145749790060707,0.0578258840358289,0.864373951083655
14,"pre",8.19827315008764,3.18494892176981,1.78464251932139,-2.94451881111901,2.46118944851803,-0.18555650377868,0.172777991852757,0.83064189984884
14,"post",5.8705612722915,2.9602373479174,1.72053402986323,-2.38573404541345,0.614032116475976,-0.123537468584017,0.0347737523037038,0.883788526319046
15,"pre",7.35173316900929,3.03883571896825,1.743225664958,-3.95884065817607,1.40801833438584,-0.243346864354651,0.0945935462277259,0.783999525113373
15,"post",4.7655086654124,1.3205173596612,1.14913765914324,-2.41633388725598,1.02046932381569,-0.116260464875681,0.0463267259630501,0.890243315982306
16,"pre",6.54390652039895,1.03759738887504,1.01862524456988,-4.79961218799079,2.15356262936974,-0.254742004244039,0.113447328682827,0.775116448920919
16,"post",4.01803499790921,1.73118607766621,1.31574544561864,-3.12670618151754,1.38783797129225,-0.0993954967020566,0.0490681725731774,0.905384560597345
17,"pre",8.07453315285345,0.969252453461164,0.984506197776918,0.596863176476419,3.71453256790765,0.0679442913425689,0.286944778484463,1.07030568152536
17,"post",6.47829810081279,1.0776750812657,1.03811130485401,-5.59375950198434,1.36708513719878,-0.331005665359598,0.0821941110972927,0.718201100161548
18,"pre",7.22861317176124,3.72510773648707,1.93005381699244,-4.93477061123771,1.77306101831854,-0.307880676527961,0.110850925990329,0.735003015888572
18,"post",5.00912269505492,1.15741889767967,1.07583404746256,-2.23351882923715,1.99037149431271,-0.105780257904061,0.0870231198048553,0.899622311249896
19,"pre",7.84907315789288,2.49800837173775,1.58050889644372,-7.90593246521468,1.44815265490161,-0.542562284834034,0.106769783839438,0.58125699669166
19,"post",5.50150864896152,1.54588153172815,1.24333484296393,-2.77833105324213,0.953082644049116,-0.145517455115296,0.0498649183276026,0.86457479868945
20,"pre",7.07980650842066,2.15991065845681,1.46966345074538,-5.537207300303,1.16448775456253,-0.32785173521091,0.0794683282522056,0.720469832094548
20,"post",4.40176305950766,0.514921216764408,0.717580111739733,-4.55432555430617,2.00793300823497,-0.187216255523379,0.0795514420083356,0.82926438398975
21,"pre",6.66924651759739,1.31846716678832,1.14824525550438,-3.71109108041325,1.82182625421685,-0.184896112358828,0.0945444133313307,0.831190629800803
21,"post",4.20546481828124,1.08926531167333,1.04367873968637,-3.54480475581552,2.55335277108146,-0.118613263067141,0.0921449562283574,0.888151215229033
22,"pre",8.35605314656099,0.784867682247015,0.885927582958683,-3.19300050649674,3.82407263337904,-0.232588418342493,0.29550024485439,0.792479676509505
22,"post",6.7499559894776,0.369724835990734,0.608050027539457,1.24920357833009,3.96834016552736,0.114789927801907,0.261149266357441,1.12163778790551
23,"pre",7.55678649775932,4.94302546278261,2.22329158294242,-5.07197801537218,1.10233652850643,-0.303328290575406,0.0780909174512233,0.738356661044934
23,"post",5.52392092916232,0.853212107561395,0.923694812999075,-2.38528260822644,1.66308743472752,-0.115355785260017,0.0767305936993707,0.891049065380829
24,"pre",8.14680648457135,0.973303890761529,0.986561650765693,-10.1813617841494,3.51629231390707,-0.783006393211186,0.258076508584715,0.457029932138863
24,"post",6.01069284810668,0.548579277569544,0.740661378478414,-1.56562489986763,1.68315923418706,-0.0950808589421286,0.0976164534539955,0.909299406507487
25,"pre",7.14366650699327,1.23306012561866,1.11043240479493,-5.57486244528651,2.37481494150782,-0.36973480594074,0.159521975474952,0.690917533569457
25,"post",4.92679813549151,0.671386053311489,0.819381506571566,-1.89729255577894,2.50918904922267,-0.0830164383418816,0.113338414798647,0.920336018297663
26,"pre",7.41655983422697,1.00745298725963,1.00371957600698,-2.62627082232605,3.18095881259353,-0.170763091854772,0.193681845396375,0.843021268421095
26,"post",4.8216928746829,1.64590038989846,1.28292649434738,-2.7234184771131,1.8190624787698,-0.117595608061486,0.0860066620663873,0.889055506809375
27,"pre",9.01657313179721,1.13471283045954,1.06522900376376,-0.950555377841113,3.0953413773385,-0.0676350484975929,0.272907884774355,0.934601495565143
27,"post",7.48110509594216,0.720156816409463,0.848620537348386,-0.620389556290036,2.33995255057213,-0.0549221796130621,0.190539319893334,0.946558806659966
28,"pre",8.06533315305909,5.47307441706295,2.33946028328394,-5.64031811722594,1.02567536200485,-0.417027455630577,0.0717735211066111,0.659002826357587
28,"post",6.11595600364861,1.86615430502071,1.36607258409673,-0.393678432137872,2.15467423727147,-0.0153207609781472,0.137008268939755,0.984796004806217
29,"pre",8.82842646933596,1.29489084996572,1.13793270889175,-5.83779092535775,2.0724416172433,-0.443895749041649,0.163541473356161,0.641532297698118
29,"post",6.7657805505274,1.27150784037541,1.12761156449169,0.166826224914112,2.37888407328148,0.00323072122639652,0.136116653971789,1.0032359456309
30,"pre",7.95433982220664,1.15650488504094,1.07540917098607,-5.6415574438531,2.32140219076433,-0.371351613962819,0.163175796873319,0.689801355124866
30,"post",5.57081566495625,1.29934579200534,1.13988849981274,-2.60552241291611,1.5866369336941,-0.12591031986663,0.0855450621263896,0.881693913665768
31,"pre",7.52811983173341,0.726582978679703,0.852398368534163,-1.41358580449623,2.04992370963938,-0.102695087094094,0.133480074519646,0.90240208557898
31,"post",5.00972795819929,0.908306357005064,0.953051077857354,-0.261287865666453,1.86488824152528,-0.00710491084345633,0.0687843088134359,0.992920269365918
32,"pre",9.09683979666978,0.582794815626055,0.763409991830114,0.900442673018641,4.02010978061231,0.0961090352276095,0.334026386935719,1.10087909205259
32,"post",7.52362263885147,1.53472927041964,1.23884190695167,-4.62293333763813,1.48842746033725,-0.343638635370889,0.103883980842865,0.709185156181765
33,"pre",8.17405315062901,2.90541463930304,1.70452768804236,-5.72629569176499,2.0016862493292,-0.406366463057449,0.144542642884731,0.666066034099377
33,"post",6.22952617654871,0.903466233337157,0.95050840782034,-2.00114487346041,2.06109528118175,-0.122074183828321,0.118481382783101,0.885082707243551
34,"pre",8.9108331341607,2.68783533391852,1.63946190377164,-7.79759776438455,1.43544199131538,-0.634764687245428,0.103728527979341,0.530060203570039
34,"post",6.78319283083996,2.90769842717863,1.7051974745403,-3.59609722255922,0.435361930524841,-0.21941179753515,0.0268617637555805,0.802990980353338
35,"pre",7.9923131546912,2.54717170642881,1.5959861235076,-7.16239909814988,1.41340171180591,-0.52770667838001,0.0845960765451209,0.589956379196994
35,"post",5.71162267935283,1.70193910221157,1.30458388086453,-4.97815655847632,0.548767243042784,-0.251645686287948,0.0266537317600054,0.777520175329982
36,"pre",7.20938650552432,0.260616124448314,0.510505753589824,-9.6166640765759,6.52123804430673,-0.563340943113155,0.365388828613671,0.569303871203033
36,"post",4.54159638971548,1.02574701614752,1.01279169435157,-3.73687997257979,2.28226802725054,-0.142145949988882,0.092991042762199,0.8674946364135
37,"pre",8.78334647034357,0.306346446354627,0.553485723713473,-9.23700252895387,5.92704182003072,-0.730065028848399,0.457990188865316,0.481877653122458
37,"post",7.07308756120242,0.661517520785238,0.813337273697227,-1.32025278757894,2.40950711968996,-0.0887876906058171,0.175605014485137,0.915039824503867
38,"pre",7.90751982325315,2.96461275715049,1.72180508686392,-7.22165178278536,2.08889982662124,-0.503920121548997,0.144256154834696,0.604157640104935
38,"post",5.75628934502111,0.69424812916783,0.833215535841615,-5.08595274238758,1.92525257391042,-0.264703510238981,0.0928849337043777,0.767433452409021
39,"pre",8.65141313995918,2.05492881954493,1.43350229143344,-8.63943540015015,1.32991493345802,-0.660042216776438,0.0928445090703175,0.516829515155033
39,"post",6.28963143836315,1.48115076447035,1.21702537544225,-2.47343894245757,1.47287303047249,-0.142921680156904,0.0929808245138309,0.86682195559657
40,"pre",7.70169316118707,2.21221970080977,1.4873532535379,-3.47825200316777,1.79503640803053,-0.230991870719903,0.125228254360973,0.793745918591913
40,"post",5.2291402339968,0.786865218748669,0.887054236644338,-2.07778854071903,2.68464796795048,-0.0817321956555867,0.131328105747199,0.921518712368652
41,"pre",6.9068398456201,0.287767541901219,0.5364396908332,-1.61165574404869,3.70343022033295,-0.0873207254898309,0.2217796432257,0.91638314106452
41,"post",4.20471920426281,0.786082950735347,0.886613191157986,-2.707187612347,2.4009046686167,-0.10351034014002,0.0902512802531593,0.90166669933373
42,"pre",8.45298647772769,0.298067859070389,0.545955913119722,-5.87367601593104,2.86251021793743,-0.472162563394332,0.223387258608248,0.623652121670942
42,"post",6.72127177959243,0.846592257647006,0.920104481918769,-2.5285006974864,2.33868147910671,-0.167835477360878,0.147318098721719,0.845492925970052
43,"pre",7.58363983049244,3.23498124323693,1.79860536061609,-7.29986791046498,0.800962359023614,-0.483548436775299,0.0572882815855885,0.616591569134641
43,"post",5.41571040526523,0.540176668595287,0.734967120757988,-7.76940582968662,3.4634482302796,-0.426872622958774,0.190692169415452,0.652546666397998
44,"pre",8.31995981403441,2.38977032892203,1.54588820065425,-4.70787954954324,1.86144398969715,-0.332126622928138,0.127872955895057,0.717396478260347
44,"post",6.04912267180911,1.52138794710442,1.23344555903551,-5.20601613047529,1.39934632848727,-0.280588610977112,0.0728980895344248,0.755339009749004
45,"pre",7.43659983377904,2.34921623177197,1.53271531334817,-5.37614122761954,0.934804352716477,-0.336631274830571,0.0593211469886473,0.714172124597534
45,"post",5.07389462343172,0.43316443841792,0.658152291204642,-3.73333085373026,2.86089603390033,-0.176477919911055,0.136855890284539,0.838217286863107
