"siteslist","cc","meanmat","varmat","sdmat","meanlo","varlo","sdlo","meanutah","meangdd","matslope","matslopese","matslopelog","matslopelogse","meanmatlo","varmatlo","sdmatlo","matslopelog_exp"
1,"1950-1960",7.52785229075578,2.62991127841458,1.62170011975537,112,24,4.89897948556636,2427.6,104.056742849817,-2.47761959200633,0.611063038451207,-0.146698148156971,0.0387857698278872,8.57256432451728,1.7195962200988,1.31133375618063,0.863554603627751
1,"1990-2000",8.54011456321192,0.545446541951854,0.738543527459184,111,10.4444444444444,3.23178657161089,2270.4,116.430316374053,-1.40741284792915,1.46490691642092,-0.106561614534583,0.110347148700113,8.99806431500662,0.933191575811135,0.966018413805418,0.898919659938414
1,"2000-2010",8.52904079296764,1.11651398760774,1.056652254816,110.9,31.4333333333333,5.60654379572062,2481.6,98.8652863333905,-3.28780530370453,1.47238918598761,-0.25040772033878,0.117177967980579,8.50267722930519,0.392169303777489,0.626234224374147,0.778483314875807
2,"1950-1960",5.51995069629162,3.1985004918512,1.788435207619,115.5,66.7222222222222,8.16836716989523,2444.4,68.9057153074219,-3.13282041707025,1.17504818080059,-0.134019632179405,0.0521273020221758,7.08919338993127,1.94050231237407,1.39301913568123,0.874572894662822
2,"1990-2000",6.85327853534187,0.984807165805779,0.992374508845214,117.3,4.9,2.21359436211787,2347.2,86.4294247920155,-1.66585547747923,0.524466263591492,-0.0864919663190585,0.0283280041926157,7.91798369398701,0.443094333585594,0.665653313358834,0.917142916788681
2,"2000-2010",6.68853263738489,1.30266195384507,1.14134217211363,113.9,28.9888888888889,5.38413306753175,2596.8,90.4234388892616,-3.49694404623403,1.11942842262527,-0.196700395257764,0.0677789400765985,7.85166111482428,0.738968587904366,0.859632821560674,0.821436702780627
3,"1950-1960",4.50454907964335,3.52469179389567,1.87741625482887,115.4,122.044444444444,11.0473727394546,1938,63.4994020061395,-4.94858588132495,1.12566994886165,-0.141636022791223,0.0321076811815724,6.45072566226666,2.22171081090262,1.49054044255854,0.867937108327074
3,"1990-2000",5.71435233129066,1.0377379145071,1.01869422031692,116.3,9.78888888888889,3.12872000806862,2094,66.5543883452987,-1.01535561495157,1.02481483043195,-0.0341813005951481,0.0448159620877955,6.88583855576693,0.886987281426156,0.941800021993075,0.96639628053306
3,"2000-2010",5.97734412869103,0.992777945705659,0.996382429444468,112.7,34.4555555555556,5.86988548061677,2211.6,63.1828232216153,-4.8681378111289,1.17300042140973,-0.27973243295178,0.0703653921193194,6.50188695144569,0.930393218033572,0.964568928606749,0.755985991337015
4,"1950-1960",5.66807364380048,3.78490093900144,1.94548218676025,112.3,86.6777777777778,9.31009010578189,2058,66.3319135202359,-3.99842863897537,0.929617217737726,-0.162406244597634,0.0447503791177822,6.7410321073907,1.07141818080083,1.03509331985132,0.850095787561925
4,"1990-2000",6.34088510417181,0.728785941621213,0.853689604962608,114.5,7.83333333333333,2.79880927062444,2145.6,77.4694724417722,0.167881564467417,1.15759908317275,0.0164852136584454,0.0584223190421725,7.41764499549303,0.464332966871327,0.681419816905354,1.01662184455709
4,"2000-2010",6.35584412023089,1.10511822682239,1.05124603534206,113.4,24.2666666666667,4.92612085384298,2274,59.7375246662299,-3.16075431851607,1.22311421490775,-0.163649998365283,0.0722049956377925,6.58214501416792,0.857995204158209,0.926280305392601,0.849039134967317
5,"1950-1960",5.35118840498178,3.71330148118514,1.92699285966117,110.5,109.833333333333,10.480139948175,2358,45.9763242986946,-4.81520414949434,0.893879162914876,-0.183721055333046,0.0460259706071669,5.90482244866209,0.501506674597899,0.708171359628373,0.832167900251923
5,"1990-2000",6.34406543196958,0.897382378289926,0.947302685676509,117.3,26.0111111111111,5.10010893129854,2346,74.9782673467478,-0.531273981673756,1.89417812159837,-0.0135441818868417,0.0926968982861202,7.32930628779014,0.646593357902748,0.804110289638646,0.986547127841263
5,"2000-2010",6.38000805411702,1.51941708166319,1.23264637332172,113.1,48.5444444444444,6.96738433305099,2569.2,72.9461706694031,-4.72264975140629,1.09806456910805,-0.250566446738962,0.0654192959644549,7.02214500433315,0.914410538669429,0.956248157472436,0.778359758827698
6,"1950-1960",5.19452447405726,3.54478018254348,1.88275866285179,113.6,81.8222222222222,9.0455636763124,1885.2,65.3819217966721,0.520185054088634,1.68863334474175,0.0583786744330457,0.0573016260454425,6.3990159860031,7.59263897986804,2.75547436567064,1.06011635867363
