"siteslist","cc","meanmat","varmat","sdmat","meanlo","varlo","sdlo","meanutah","meangdd","matslope","matslopese","matslopeconfint2.5","matslopeconfint97.5","matslopelog","matslopelogse","matslopelogconfint2.5","matslopelogconfint97.5","meanmatlo","varmatlo","sdmatlo","matslopelog_exp"
15,"1990-2000",9.18494816426562,0.884551510202204,0.940505986266012,105.75,30.6184210526316,5.53339146027385,2185.8,58.4719286630329,-2.13488367010278,1.29221814550869,-4.84973325280139,0.579965912595826,-0.183256205207029,0.11057405002939,-0.41556366399249,0.0490512535784318,6.72895146249944,0.747973224956112,0.864854453047512,0.832554823528922
16,"1950-1970",7.5494482008219,1.23855222216542,1.11290261126723,119.85,72.0289473684211,8.48698694286854,1927.8,99.8726842836323,-5.38966731778374,1.27164039916783,-8.06128465965635,-2.71804997591114,-0.328349654520638,0.0835479906370972,-0.503877469467968,-0.152821839573309,8.1137578831595,1.19979751222279,1.0953526885085,0.720111185549002
16,"1990-2000",8.76030415201803,0.884100233584793,0.940266044045404,107.45,107.944736842105,10.3896456552717,2181.6,52.7596672401617,-3.14227011842423,2.49690614494193,-8.38807527074603,2.10353503389757,-0.246080742753273,0.204105026176413,-0.674889490771272,0.182728005264727,6.06462083218709,1.81277193625562,1.34639219258566,0.781859092920952
17,"1950-1970",7.1008639717181,1.45683236196511,1.20699310767092,122.3,75.6947368421053,8.70027222804581,2259,78.2463357990083,-5.69638794788658,1.04108928874624,-7.88363538047243,-3.50914051530073,-0.328883080570842,0.0651715385087702,-0.465803402220335,-0.191962758921349,7.48817725198103,0.659045534643741,0.811816195110532,0.719727161916798
17,"1990-2000",8.21444546856674,0.892938369071698,0.944954162418314,107.55,57.7342105263158,7.59830313466867,2562,45.1792895678295,-4.13971739956899,1.62479355317895,-7.55328198628419,-0.726152812853783,-0.305609708888588,0.122634144330944,-0.563254485599568,-0.0479649321776077,6.39834663117935,0.906504493883778,0.952105295586459,0.736674080701372
18,"1950-1970",7.63204059028016,1.09844577919476,1.04806764056274,121.7,22.8526315789474,4.78044261328879,1995,95.9598211898562,-1.93344922471233,0.973718217122458,-3.97915528804911,0.112256838624452,-0.11669865444547,0.0587481370316034,-0.240123910358266,0.00672660146732613,8.06154014239118,1.85177526492444,1.36079949475463,0.889853306102039
18,"1990-2000",8.80846447702852,0.758007741110367,0.870636400060535,111.8,31.1157894736842,5.57815287292166,2253.6,71.8560718008603,-0.993401828551418,1.49187778347139,-4.12772074519241,2.14091708808958,-0.0775961894223164,0.115382660496741,-0.320006163921568,0.164813785076935,7.11365306680391,0.790353133722076,0.889018072775844,0.92533801238684
19,"1950-1970",7.43037211652693,1.46095209065586,1.20869851106712,117.85,56.2394736842105,7.49929821278035,1980,84.100994259575,-4.41632789900081,1.02716254390908,-6.57431632640946,-2.25833947159217,-0.27467617259972,0.0691000733097434,-0.419850039598431,-0.129502305601009,7.56470950833492,1.54230950058075,1.24189754029096,0.759818133321213
19,"1990-2000",8.6778639364694,0.885912411925076,0.941229202652083,112.85,25.7131578947368,5.07081432264452,2227.8,71.6844944930089,-1.79210217410667,1.19751738570381,-4.30799284330363,0.723788495090286,-0.126741860049068,0.0923898895517264,-0.320845815303725,0.0673620952055891,7.06664500333849,0.711646733069982,0.843591567685442,0.880961054491098
20,"1950-1970",5.93897269334057,1.30525943538854,1.14247951202135,120.9,70.0947368421053,8.37225996025597,1912.8,68.4492362946629,-4.47235618569325,1.36828757951645,-7.34702171888741,-1.59769065249908,-0.196822709108119,0.0662457113308729,-0.335999784114596,-0.057645634101643,6.45788695242917,2.33839610527987,1.52918151482415,0.821336235839061
20,"1990-2000",7.14288027512679,0.972882438973196,0.986348031362762,108.35,59.6078947368421,7.72061491960596,2161.8,40.4958829425783,-3.4640215528883,1.65445401056279,-6.93990044824484,0.0118573424682333,-0.225919060978254,0.110205740231672,-0.457452729592053,0.00561460763554553,5.30939504261609,0.942431520044846,0.970789122335456,0.797782670801499
21,"1950-1970",7.6472661334181,1.40934536503312,1.18715852565406,126.1,94.6210526315789,9.72733533047869,2055,126.779885192234,-5.24418896032732,1.48392839473151,-8.36180683095825,-2.12657108969639,-0.318630474071563,0.0944923406411913,-0.517151515158606,-0.12010943298452,9.13030624753465,1.86742308564175,1.36653689508983,0.727144198301881
21,"1990-2000",8.5327389397132,0.970354392560984,0.985065679313305,111.3,50.5368421052632,7.10892693064594,2326.8,64.1292451472872,-3.17314998140421,1.52774213446213,-6.38281710350058,0.0365171406921645,-0.235118179679065,0.111102982163814,-0.468536883643528,-0.00169947571460219,6.85242726619115,0.769975159935633,0.877482284684787,0.790477425739959
22,"1950-1970",6.95155690983798,1.33500078111868,1.1554223388522,130,77.6842105263158,8.81386467597023,2211,111.245968249244,-4.98924096344509,1.36010335454787,-7.84671207802048,-2.13176984886971,-0.253487882845161,0.0727946366792338,-0.406423739455902,-0.10055202623442,8.61928206540854,0.74148016696005,0.861092426490937,0.776089148860548
22,"1990-2000",8.15890742632986,0.905825739559413,0.951748779646926,105.85,61.6078947368421,7.8490696733334,2454,47.5589117548723,-3.27563520485285,1.78392792991066,-7.02352871100372,0.472258301298026,-0.246944790145949,0.136192175783612,-0.53307393395812,0.0391843536662223,6.13404824999011,1.15770619146902,1.07596756060256,0.78118382138559
23,"1950-1970",6.87526071589116,1.24437521412137,1.11551567184032,117.55,150.681578947368,12.2752425209186,1798.8,76.4683354947411,-7.17787525073605,1.96593566876131,-11.3081528269327,-3.04759767453942,-0.413535681537657,0.122874513223141,-0.671685454552043,-0.155385908523271,6.94322565125843,3.1784440552946,1.78281913140245,0.661307937475379
23,"1990-2000",8.04842373314719,0.854681928450285,0.92449009105035,110.85,32.2394736842105,5.67798147973472,2124.6,54.6057079392321,-1.31186474677947,1.41421415909487,-4.28301844324283,1.6592889496839,-0.0892522153024669,0.10209622924671,-0.303748433552381,0.125244002947447,6.18611276495541,0.993899243317748,0.996944955008925,0.91461486461679
24,"1950-1970",7.86451884595343,1.22854572046122,1.10839781687859,115.2,120.273684210526,10.9669359536074,2335.2,78.3016590386988,-6.55922297205875,1.7460403996052,-10.2275177307406,-2.89092821337692,-0.433142319552814,0.1156079093031,-0.676025524233883,-0.190259114871745,7.41934660835822,1.31518656554251,1.14681583767513,0.648468195533747
24,"1990-2000",9.55409489514498,0.899927723573135,0.948645204264026,100.15,34.8710526315789,5.90517168519078,2472.6,59.855634470374,-3.69906398213838,1.18005770787614,-6.17827322937168,-1.21985473490508,-0.348260124217248,0.110593830867777,-0.58060914100205,-0.115911107432445,6.76131436500187,1.19548909786641,1.09338424072529,0.705915226683791
25,"1950-1970",7.60576341695446,1.28289568793508,1.13264985230877,113.65,137.186842105263,11.7126786904304,2035.8,73.2463110875336,-7.59913722874323,1.65308497321497,-11.0721398833618,-4.12613457412464,-0.490439522426579,0.104114481255449,-0.709175930804415,-0.271703114048744,7.00187081123793,1.74100344481746,1.31947089578265,0.612357190309961
25,"1990-2000",8.68941828403723,0.917719276424503,0.95797665755722,100.3,62.9578947368421,7.93460110760724,2273.4,49.0523166665848,-4.30076904189709,1.6684315477443,-7.80601365318656,-0.79552443060762,-0.364240719348827,0.143102071999816,-0.6648870164174,-0.0635944222802542,6.11093534728092,1.07173389315991,1.03524581291591,0.694723941118406
