"siteslist","cc","meanmat30","varmat30","varlogmat30","sdmat30","meanmat45","varmat45","varlogmat45","sdmat45","meanmat60","varmat60","varlogmat60","sdmat60","meanlo","varlo","varloglo","sdlo","meanutah","meangdd","mat30slope","mat30slopese","mat30slopeconfint11","mat30slopeconfint89","mat45slope","mat45slopese","mat45slopeconfint11","mat45slopeconfint89","mat60slope","mat60slopese","mat60slopeconfint11","mat60slopeconfint89","mat30slopelog","mat30slopelogse","mat30slopelogconfint11","mat30slopelogconfint89","mat45slopelog","mat45slopelogse","mat45slopelogconfint11","mat45slopelogconfint89","mat60slopelog","mat60slopelogse","mat60slopelogconfint11","mat60slopelogconfint89","lomatslope","lomatslopelog","lomatslopelogse","lomatslopelogconfint11","lomatslopelogconfint89","meanmatlo","varmatlo","sdmatlo","mat30slopelog_exp","mat45slopelog_exp","mat60slopelog_exp"
1,"1950-1960",7.79603107574512,2.09837759282716,0.0361744249202236,1.44857778280186,6.92879090793139,2.39397477165474,0.0608900230026628,1.54724748235528,7.14349164360921,3.22775410367016,0.0813853385084534,1.7965951418364,115.5,125.166666666667,0.00933978619621978,11.1877909645589,2374.8,120.929982879573,4.32532401346701,2.26221214461639,0.259369675976271,8.39127835095775,-0.736756635822859,2.54315815303833,-5.30766522539926,3.83415195375354,-4.9377325586501,1.34150338319258,-7.34886429650721,-2.52660082079298,0.281170639915374,0.149637321015677,0.0122221613732096,0.550119118457539,-0.0449326061473716,0.137554013535822,-0.292163326443091,0.202298114148348,-0.25752120257268,0.077816200576605,-0.397383027209445,-0.117659377935916,2.77792012054018,0.180613898864778,0.191663720751169,-0.163870122486799,0.525097920216355,8.90220947843947,1.84622470674934,1.3587585167164,1.32467962786995,0.95606191235759,0.772965237288116
1,"2000-2010",7.81715607527294,3.33225509626227,0.089265518891694,1.82544654708438,6.45858149815153,2.03515897533531,0.0517924005597137,1.42658998150671,8.1647867027487,1.21553006331216,0.017958477912213,1.10251079963516,100.3,282.455555555556,0.0315607276576803,16.8064141194829,2233.2,98.1803884698882,3.02982686879465,3.07376468165564,-2.49475970437259,8.55441344196189,-6.18785953562143,3.54433264123197,-12.5582146371192,0.182495565876287,-5.91857035924938,4.96667465473117,-14.8453513436799,3.00821062518119,0.143549118115698,0.204007895575422,-0.223121527637511,0.510219763868907,-0.394344689651279,0.238186408482752,-0.822445592126988,0.0337562128244309,-0.54651515288651,0.427017117675836,-1.31400820429141,0.22097789851839,6.32869867859121,0.456383223863879,0.11565826425555,0.248506512417683,0.664259935310075,7.54072563790326,4.44716911123188,2.10883121923777,1.15436350957505,0.674121653431683,0.578963899620071
2,"1950-1960",6.67628110077349,2.10642434051431,0.0515234661893088,1.45135259000503,5.76552402571986,2.54429019230506,0.101783396729964,1.59508313021769,6.0227211768571,3.28735598460931,0.119482776060408,1.81310672179255,108.9,81.4333333333333,0.00702020222618021,9.02404196207738,2407.2,59.677620077833,2.62694372791944,1.99244438055319,-0.954147413598153,6.20803486943704,-2.59643405832459,1.77710569870389,-5.79048932896759,0.597621212318417,-4.47579779117895,0.769652112591387,-5.8591209039105,-3.0924746784474,0.14445212744521,0.120096890666124,-0.0714022850974665,0.360306539987886,-0.122646545904937,0.0821049656191421,-0.270216720471959,0.0249236286620857,-0.202858589057873,0.0469085860161864,-0.287169058892439,-0.118548119223306,-6.67224853066712,-0.421680451158852,0.0812060175598751,-0.567634914410093,-0.275725987907612,6.73920952678628,1.40985151779331,1.1873716847699,1.15540638138446,0.884576264415417,0.816393680262733
2,"2000-2010",6.75595297399268,3.78295413020518,0.150842192107281,1.94498178145842,5.50341775138516,2.47065596655473,0.0966308904246772,1.57183204145823,7.12390148011265,1.36410058729252,0.0273284285926262,1.16794716802282,110.4,40.7111111111111,0.00334381754831583,6.38052592746955,2332.8,79.312257118582,-0.0538159654533895,1.15967822030189,-2.13814687188551,2.03051494097873,0.232558881314128,1.43281940174211,-2.34269838411007,2.80781614673833,-4.61543922434571,1.03334260684865,-6.47270263990513,-2.7581758087863,0.00617480901733035,0.052594588480977,-0.0883553152557984,0.100704933290459,0.0279088776717192,0.0650241469382281,-0.0889613340430869,0.144779089386526,-0.295694338624301,0.06606966244504,-0.41444369254067,-0.176944984707933,-0.441270513030041,-0.0291841198720068,0.167009479431141,-0.329356196532069,0.270987956788056,7.61609660396052,0.945956997832675,0.972603206776882,1.00619391245031,1.02830197888166,0.744014809857808
3,"1950-1960",7.08762484157924,1.52571996651722,0.0320617179194934,1.23520037504739,6.29966797513347,2.04760992555858,0.0582952111413129,1.43094721270862,6.58081132831724,2.64321587880819,0.0689991018331615,1.62579699803149,111.8,75.9555555555555,0.0062270206279628,8.71524845059253,2572.8,69.0614626756049,2.0070965576038,2.39152100855242,-2.29126919958863,6.30546231479623,-1.58400229520069,2.07923290024768,-5.32108152958393,2.15307693918256,-4.71248059857198,0.903366341635291,-6.3361330503795,-3.08882814676446,0.107804211522283,0.151078645818503,-0.163734811345147,0.379343234389713,-0.0928581281315767,0.110790399866755,-0.291985653798253,0.106269397535099,-0.25470183780955,0.0563192066841162,-0.355926350836002,-0.153477324783098,-5.78359713575642,-0.382763098192262,0.140884494254805,-0.635979809924508,-0.129546386460016,7.33124177161784,1.12417973960535,1.0602734268128,1.11382964902537,0.911322782191038,0.775147583210259
3,"2000-2010",7.26304671265825,3.58687683753821,0.0889908034050565,1.89390518177078,6.18931314668222,2.08293360077455,0.0576536610023397,1.44323719491099,7.7668768755771,1.41101165487502,0.0246984704931692,1.18786011587014,111.8,57.2888888888889,0.00443866834505228,7.56894238905865,2470.8,101.298408491333,1.17821954005575,1.35016671842331,-1.2484831183016,3.60492219841311,-0.906637525518852,1.82626505094704,-4.18904864817907,2.37577359714137,-5.60957427893897,1.06852487201863,-7.53007203085852,-3.68907652701941,0.0662768511967717,0.0754032584111793,-0.0692481066757613,0.201801809069305,-0.0351864029019062,0.0973077641884361,-0.210081107987396,0.139708302183584,-0.376697335896556,0.0687508340904389,-0.500265654960429,-0.253129016832684,1.51554003922379,0.0934540357145662,0.13773616102697,-0.154104064744618,0.34101213617375,8.3761127160051,1.58881814177348,1.2604832969038,1.06852249795281,0.96542544138032,0.686123707489596
4,"1950-1960",6.49767172976572,1.84366456303532,0.0444126682888377,1.35781610059511,5.59739504397059,2.59342192357999,0.114251555408563,1.61041048294526,5.81331954219333,3.47173667816446,0.157982579063941,1.86325969155254,122.6,33.6,0.00226905048104349,5.79655069847578,2318.4,93.329424615225,0.950141935535747,1.47147050678897,-1.69458433551999,3.59486820659148,0.122279039408656,1.27185413152982,-2.16366962153185,2.40822770034916,-1.28733277446749,1.00130712625422,-3.08701768149203,0.512352132557056,0.0632907902769464,0.0767173703372606,-0.0745960676934685,0.201177648247361,-0.0090258144046989,0.0497225582363145,-0.0983939365824539,0.0803423077730561,-0.0527261288371011,0.0380503251396982,-0.121115331376248,0.015663073702046,-2.77560655547851,-0.171870385179378,0.103395713525451,-0.357707178111124,0.013966407752368,7.88303208186502,1.1861968298495,1.08912663627766,1.065336583714,0.991014795985677,0.948639781989252
4,"2000-2010",6.49809360475629,3.89046146236753,0.198613579296346,1.97242527421637,5.15487548864429,2.21511557305537,0.0978913027611104,1.48832643363456,6.83518837181179,1.06240179796366,0.0217426116402767,1.03072877031916,121.8,30.4,0.00202105495059597,5.51361950083609,2199.6,131.226134850839,0.669084780329467,0.95957729146514,-1.05559761061044,2.39376717126938,-0.146048944177321,1.30874742571361,-2.49830723477297,2.20620934641833,-2.18952965243836,1.7255567690794,-5.29093419865726,0.911874893780546,0.0317451039382705,0.033852737940954,-0.0290996258517818,0.0925898337283229,0.00981774489718316,0.0506822467793672,-0.0812752596279463,0.100910749422313,-0.133913928830816,0.0968379459579745,-0.307964212902775,0.0401363552411437,0.189229382913408,0.0129264940935017,0.120523012408509,-0.203693802210726,0.229546790397729,9.25416108347596,1.6731319566539,1.29349602112024,1.03225435419886,1.00986609706148,0.874665344832433
5,"1950-1960",5.79999987035989,2.15509782032628,0.0664432649292039,1.46802514294759,4.50304941625721,2.85708135937045,0.202641112320207,1.69029031807274,5.0204179205718,3.40380147740315,0.235646300979831,1.84493942377606,120.1,114.766666666667,0.00771996979550145,10.7129205479489,1861.2,88.1212234330079,4.80517620632455,1.94177297008018,1.3151585928533,8.29519381979579,-2.77460786778975,2.01465720173433,-6.39562290276018,0.846407167180683,-3.70334909175845,1.58123404660027,-6.54535727638546,-0.861340907131441,0.242699237295397,0.0846211994547477,0.0906065461720166,0.394791928418777,-0.102948768553545,0.0586283964064936,-0.208323670388639,0.00242613328154832,-0.100780406127765,0.0531556036968739,-0.196318862999542,-0.00524194925598832,0.96557537186196,0.0349404637929288,0.243780333252831,-0.403214598606122,0.47309552619198,7.8469030504145,0.933333955270594,0.966092104962355,1.27468518869494,0.902173191935163,0.904131552836881
5,"2000-2010",5.56245300066948,3.64056105714356,0.32837927644772,1.90802543409242,4.12121536682085,2.81096911609426,0.186813126361724,1.67659449960158,5.93222117887993,1.52687478833808,0.0429666374435769,1.23566774997896,115.4,44.2666666666667,0.00354941969721884,6.65331997326648,2025.6,78.9123326940565,-0.567348054102302,1.21641965179065,-2.75366235321763,1.61896624501303,1.97043375559595,1.21784758094647,-0.21844701137189,4.15931452256379,-4.52214453489148,1.03331322238758,-6.37935513671403,-2.66493393306892,-0.0147863318887881,0.0363838343906114,-0.0801802913399856,0.0506076275624095,0.0791707771168237,0.0398933406860635,0.00746905719391122,0.150872497039736,-0.22787077608218,0.0619310578909705,-0.3391816688543,-0.116559883310061,6.78417021412413,0.449895895876814,0.388946608718658,-0.249171675895995,1.14896346764962,7.44929015607603,0.138089219170902,0.371603577984526,0.985322449099312,1.0823891535863,0.796227144778835
