"siteslist","cc","meanmat","varmat","sdmat","meanlo","varlo","sdlo","meanutah","meangdd","matslope","matslopese","matslopelog","matslopelogse","meanmatlo","varmatlo","sdmatlo","matslopelog_exp"
1,"1950-1960",7.14349164360921,3.22775410367016,1.7965951418364,104.1,338.544444444444,18.3995772898305,2374.8,90.6132797956859,-5.95203584738998,2.94658107253718,-0.371453022812222,0.175086104822936,7.67445144136587,5.7290850034575,2.39355071044202,0.68973140670988
1,"1990-2000",8.08623752417654,0.508252011454764,0.712917955626567,105.6,68.7111111111111,8.28921655593043,2233.2,93.6170263598583,-2.52199437607699,4.01295668416659,-0.174634481565325,0.298363125125968,8.02554820771178,1.65884895578931,1.287963103427,0.839763913869542
1,"2000-2010",8.1647867027487,1.21553006331216,1.10251079963516,99.4,63.3777777777778,7.96101612721503,2450.4,79.1719985692905,-2.01308350100856,2.45172204667056,-0.186553378095391,0.208059801959007,7.68453208630183,1.95515558637504,1.39826878187816,0.829814266864069
2,"1950-1960",5.57747528516978,3.53696008972813,1.88068075167694,104.3,129.788888888889,11.3924926547656,2152.8,45.0243935458666,-5.14416449430391,1.13096257587001,-0.211045761484131,0.0563892245378626,5.80470954767398,0.957538498066471,0.978538960934347,0.809737011266031
2,"1990-2000",6.42917198744435,0.726980140767303,0.852631304121132,100.5,49.1666666666667,7.01189465598754,2145.6,51.4945728724359,-3.86632596711717,2.56619608371975,-0.236819324142563,0.152560416372461,6.23599986061454,1.25971466099473,1.12237010874075,0.789133852573681
2,"2000-2010",6.40430313554119,1.07481132770243,1.03673107781258,102,15.1111111111111,3.8873012632302,2310,38.1609548770539,-2.79289914805936,0.884521723300429,-0.178640673510385,0.0551123610165455,5.60958051977739,0.72138739519973,0.849345274431859,0.836406388378404
3,"1950-1960",6.14795887897585,3.54164573204309,1.8819260697602,106.2,107.511111111111,10.3687564881769,2367.6,58.1704060342022,-4.11980619496371,1.29341866683369,-0.184434262150174,0.0711266475851337,6.5703546918508,1.36924228935085,1.17014626835745,0.831574604029072
3,"1990-2000",7.08707361208336,0.699446791644294,0.836329355962287,102.4,39.8222222222222,6.31048510197292,2314.8,57.6280143386312,-3.58516738326352,2.34735112513411,-0.239388764346167,0.157334592288564,6.59129017525383,1.59607180401134,1.26335735404174,0.787108823037113
3,"2000-2010",6.94174574647923,1.49268858036469,1.22175635065454,102.9,27.4333333333333,5.23768396653839,2514,50.6967296209235,-2.85234080925672,1.13151572041754,-0.176629829002962,0.0711311807733876,6.57246759502938,0.730602765639892,0.854753043656407,0.838089963707256
4,"1950-1960",7.52785229075578,2.62991127841458,1.62170011975537,107.1,85.2111111111111,9.23098646468031,2427.6,83.459651419796,-5.03800150231593,0.936702721219794,-0.3080193804157,0.0666146195393428,7.82025788971974,0.781203128448987,0.88385696153223,0.734901075182718
4,"1990-2000",8.54011456321192,0.545446541951854,0.738543527459184,98.5,42.2777777777778,6.50213640104372,2270.4,82.9917512584939,-4.94154021748466,2.57613025813747,-0.414365417319295,0.214163869288514,7.54187079916798,0.647745185519191,0.80482618342049,0.660759454196542
4,"2000-2010",8.52904079296764,1.11651398760774,1.056652254816,98.5,24.0555555555556,4.90464632318739,2481.6,82.0840691927157,-2.14790393867634,1.45480853782379,-0.196211828109928,0.121673925210554,7.95001595133555,0.593444507232089,0.770353494982718,0.821838127821191
5,"1950-1960",6.41109821735652,3.03651624456113,1.74256025564717,105.5,157.388888888889,12.5454728443725,2365.2,57.4351094295017,-6.63790641551471,0.985536486851928,-0.332685372970237,0.0681112382386324,6.58140307870063,0.630668662117934,0.79414649915361,0.716995744913231
5,"1990-2000",7.31390967258695,0.551340514112153,0.7425230731177,101.8,33.5111111111111,5.78887822562464,2251.2,77.8126074915134,-3.32931873212353,2.49240817051747,-0.232974898456934,0.172000951986466,7.42316112440199,1.87775268053935,1.37031116194073,0.79217345805092
5,"2000-2010",7.12291787357726,0.940021757971779,0.969547192235519,104.3,32.0111111111111,5.65783625700772,2454,62.3856181753031,-3.89535601392527,1.53622047638187,-0.267442116577191,0.102789845366304,6.88403210419441,0.6435606603276,0.802222325996728,0.765334629528678
6,"1950-1960",5.0204179205718,3.40380147740315,1.84493942377606,109.1,128.322222222222,11.3279398931236,1861.2,53.5588726430163,-5.59609512142756,0.893266347497212,-0.179199249172674,0.0426244247221694,6.16280631386345,0.833230886557896,0.912814815040759,0.83593932258401
6,"1990-2000",5.78948347715234,0.869164336089336,0.932289834809613,108.5,28.2777777777778,5.31768537784794,2025.6,50.7916810762804,-2.80325470732159,1.75628180781849,-0.139139063168307,0.0866288139035556,6.20285470006507,1.03141366674919,1.01558538131916,0.870107020205555
6,"2000-2010",5.93222117887993,1.52687478833808,1.23566774997896,105.7,34.0111111111111,5.8319045869348,2090.4,44.5069596924832,-2.82652121617568,1.33630842120925,-0.161431036287563,0.074925960338468,5.65767729289589,0.816371267702378,0.903532660008689,0.850925212403576
7,"1950-1960",5.72115560982712,3.84939255008123,1.9619868883561,112.4,84.0444444444445,9.16757571250134,2239.2,68.5656846279313,-3.67241574549971,1.02142873234769,-0.146453832665056,0.046635461706065,6.93298371600348,1.15610015788009,1.07522098095233,0.863765609170443
7,"1990-2000",6.48227854363437,0.82492965167722,0.908256379926516,109.8,37.5111111111111,6.12463150818979,2271.6,56.4529468401178,-2.80730892157308,2.16768619461443,-0.155551333067184,0.122892231647821,6.66498372199374,1.17004714650393,1.0816871758988,0.85594313761458
7,"2000-2010",6.33168018634477,1.12155138055641,1.05903322920313,108.2,33.0666666666667,5.75036230742609,2382,57.2043055947318,-4.08017795982976,1.26664510974422,-0.213016898918915,0.0719924562434986,6.3792579219286,0.361439451989003,0.601198346628634,0.808142480366848
8,"1950-1960",5.46031135336236,3.14801167778047,1.77426370018114,110.9,84.5444444444445,9.19480529671208,2020.8,59.3443613284848,-4.2253495136311,1.06082985304855,-0.154595170544518,0.0500974712068751,6.65170952874206,0.874209252167344,0.93499157866119,0.856761949760661
8,"1990-2000",6.85632771560159,0.731592118150787,0.855331583744449,106.7,21.7888888888889,4.66785699104941,2088,69.6237960485806,-1.22318993907892,1.88038039659191,-0.061506954021505,0.115208770459552,7.06308048728914,1.55763346285766,1.24805186705428,0.940346406527559
8,"2000-2010",6.49573755972698,1.10643495755573,1.0518721203434,104.5,28.5,5.33853912601566,2234.4,49.439588398989,-2.36187441234728,1.58823622663187,-0.155693082664061,0.0960996515667361,6.2850321175831,1.56716966517156,1.25186647258067,0.855821816618678
9,"1950-1960",5.45928676322133,3.47502643704275,1.86414227918438,113,95.7777777777778,9.78661217060213,2061.6,61.7505176309362,-4.67561789990915,0.844122177914713,-0.172717958313992,0.0390364973616633,6.58932243336233,0.444603696161203,0.666786094756934,0.841374884174027
9,"1990-2000",6.41827854506488,0.702367707262173,0.838073807765267,104.2,48.4,6.95701085237043,2112,65.262816448818,-3.15931114993534,2.71404972083424,-0.184715981970535,0.158826161397332,6.77125791316672,1.23757684258327,1.11246431070092,0.831340365977309
9,"2000-2010",6.45515559342094,1.02568001842337,1.01275861804448,104.3,28.2333333333333,5.31350480693613,2251.2,43.2073493503971,-3.01801367741446,1.51731864415713,-0.193271379735377,0.0893848651000521,5.89259664248375,0.416809690293043,0.645608000487171,0.824258256796693
10,"1950-1960",6.58081132831724,2.64321587880819,1.62579699803149,106.2,82.6222222222222,9.08967668414131,2572.8,56.7862636558635,-5.10300711093248,0.807584203218168,-0.290616397142553,0.0537034781979569,6.77988694523191,0.888556464209521,0.942632730287635,0.747802482174095
10,"1990-2000",7.78435228502256,0.692968395146893,0.83244723265015,97.9,101.877777777778,10.0934522229898,2470.8,76.2971945546049,-4.25558815528851,4.01413836656217,-0.33198816723483,0.3069864679626,7.41972564060782,1.06397917575703,1.03149366249,0.717495812763677
10,"2000-2010",7.7668768755771,1.41101165487502,1.18786011587014,102.3,67.5666666666667,8.21989456542276,2738.4,59.4327197210794,-3.87056895798527,2.02805204250581,-0.294854558796249,0.150288277564294,7.019806294708,0.456254817157293,0.67546637011571,0.744639880911195
11,"1950-1960",5.08132775527593,3.71868338477864,1.92838880539653,118.7,119.788888888889,10.9448110485695,2294.4,76.3848153443312,-4.47222683411557,1.23551114776657,-0.146240909939742,0.0413122804160809,7.2168869354642,2.30313020719352,1.51760673667242,0.863949544079247
11,"1990-2000",6.23790969663742,0.749849203915298,0.865938337247693,106.6,115.822222222222,10.7620733235851,2292,47.6190348722945,-1.84747523989432,4.34522037640885,-0.0862506339801378,0.235142624458541,5.67996761497831,5.97649333787096,2.444686756595,0.917364279743859
11,"2000-2010",6.19954084503602,1.35460020848822,1.1638729348551,99.4,258.266666666667,16.0706772311146,2469.6,39.431758018821,-5.91100932634085,4.41190050492455,-0.297675245605972,0.259833662079098,5.5014514899362,1.48685624640088,1.21936714995972,0.742542444517348
