"siteslist","cc","meanmat30","varmat30","varlogmat30","sdmat30","meanmat45","varmat45","varlogmat45","sdmat45","meanmat60","varmat60","varlogmat60","sdmat60","meanlo","varlo","varloglo","sdlo","meanutah","meangdd","mat30slope","mat30slopese","mat30slopeconfint11","mat30slopeconfint89","mat45slope","mat45slopese","mat45slopeconfint11","mat45slopeconfint89","mat60slope","mat60slopese","mat60slopeconfint11","mat60slopeconfint89","mat30slopelog","mat30slopelogse","mat30slopelogconfint11","mat30slopelogconfint89","mat45slopelog","mat45slopelogse","mat45slopelogconfint11","mat45slopelogconfint89","mat60slopelog","mat60slopelogse","mat60slopelogconfint11","mat60slopelogconfint89","lomatslope","lomatslopelog","lomatslopelogse","lomatslopelogconfint11","lomatslopelogconfint89","meanmatlo","varmatlo","sdmatlo","mat30slopelog_exp","mat45slopelog_exp","mat60slopelog_exp"
1,"1950-1960",7.79603107574512,2.09837759282716,0.0361744249202236,1.44857778280186,6.92879090793139,2.39397477165474,0.0608900230026628,1.54724748235528,7.14349164360921,3.22775410367016,0.0813853385084534,1.7965951418364,104.1,338.544444444444,0.0311883674243801,18.3995772898305,2374.8,90.6132797956859,7.22620431540144,3.69320754491656,0.588271055144213,13.8641375756587,0.488638434405452,4.20083983001979,-7.0616803845527,8.03895725336361,-5.95203584738998,2.94658107253718,-11.2480307969186,-0.656040897861381,0.579316235636113,0.256553826100159,0.118202920284925,1.0404295509873,0.0207191994259735,0.2529275804411,-0.433876535643742,0.475314934495689,-0.371453022812222,0.175086104822936,-0.686141505514136,-0.0567645401103082,6.35282049871663,0.415199767206016,0.10652334328453,0.223741574081871,0.60665796033016,7.67445144136587,5.7290850034575,2.39355071044202,1.78481761874003,1.0209353321566,0.68973140670988
1,"2000-2010",7.81715607527294,3.33225509626227,0.089265518891694,1.82544654708438,6.45858149815153,2.03515897533531,0.0517924005597137,1.42658998150671,8.1647867027487,1.21553006331216,0.017958477912213,1.10251079963516,99.4,63.3777777777778,0.00684421320709191,7.96101612721503,2233.2,93.6170263598583,-0.246648528164735,1.53942562710973,-3.01351295362851,2.52021589729904,-1.2238496803624,1.92495552926587,-4.68364070938747,2.23594134866266,-2.01308350100856,2.45172204667056,-6.41965072491153,2.39348372289441,-0.0332314389043423,0.0971906643058764,-0.20791567620654,0.141452798397856,-0.0876034930039697,0.124736062872372,-0.311796054733604,0.136589068725665,-0.186553378095391,0.208059801959007,-0.560506659287831,0.187399903097049,3.01606544907261,0.22254978957552,0.156269018181504,-0.058318074122669,0.503417653273709,8.02554820771178,1.65884895578931,1.287963103427,0.967314659435494,0.916124054314107,0.829814266864069
2,"1950-1960",6.2620936100313,2.19529855746146,0.0560746110332972,1.48165399383981,5.14930858055615,2.57864188788773,0.118208965321838,1.60581502293624,5.57747528516978,3.53696008972813,0.168221494003843,1.88068075167694,104.3,129.788888888889,0.0117718492268367,11.3924926547656,2152.8,45.0243935458666,5.16408803980251,2.01412163107366,1.54403560502674,8.78414047457827,-2.88974374748256,2.29078717005629,-7.00705699439642,1.2275694994313,-5.14416449430391,1.13096257587001,-7.17688375179783,-3.11144523680999,0.318015312375815,0.116618048452032,0.108413546660933,0.527617078090697,-0.134280880398973,0.100966408280537,-0.315751396621812,0.0471896358238655,-0.211045761484131,0.0563892245378626,-0.312396120089133,-0.109695402879129,-2.01613870011217,-0.106476147453078,0.230871620467722,-0.521429921297056,0.3084776263909,5.80470954767398,0.957538498066471,0.978538960934347,1.37439730635451,0.874344443893687,0.809737011266031
2,"2000-2010",6.01310924059653,3.69148741337392,0.214734120207826,1.92132439045933,4.78200110084341,2.25026377844993,0.103546154323235,1.50008792357313,6.40430313554119,1.07481132770243,0.0256445570785725,1.03673107781258,102,15.1111111111111,0.00144151822336344,3.8873012632302,2145.6,51.4945728724359,-0.0116023313525652,0.715311766496859,-1.2972576075686,1.27405294486347,0.32856205820755,0.908797907524235,-1.30485274013235,1.96197685654746,-2.79289914805936,0.884521723300429,-4.38268149717146,-1.20311679894726,-0.00270568507638183,0.0289519361834301,-0.0547420295827606,0.0493306594299969,0.0113832736271134,0.0415209665286021,-0.0632438361050753,0.0860103833593021,-0.178640673510385,0.0551123610165455,-0.277696079900035,-0.0795852671207353,1.11560221841873,0.0586649913902172,0.0673033458686561,-0.0623017056163119,0.179631688396746,6.23599986061454,1.25971466099473,1.12237010874075,0.997297971990451,1.01144830962627,0.836406388378404
3,"1950-1960",6.48093735513976,2.26419271562297,0.0558466801857927,1.50472346815718,5.49587886266478,2.48931759590045,0.103125712950644,1.5777571409759,5.9358359328975,3.61340240767015,0.147480748776944,1.90089515956829,112.4,81.3777777777778,0.00633328168028273,9.0209632400192,2242.8,67.2728496291277,1.42352824776289,2.058966855194,-2.27712610313368,5.12418259865946,2.54758027767945,1.80971794639942,-0.705090145520532,5.80025070087943,-2.39332825929923,1.44883895471825,-4.99737803698317,0.210721518384715,0.102109617511959,0.113456174083013,-0.101809198955255,0.306028433979173,0.0900442657680076,0.0816281554983595,-0.056668921012361,0.236757452548376,-0.11791540527033,0.0602485113018013,-0.226202197222134,-0.00962861331852623,1.82165924181522,0.117467903882136,0.117316013989996,-0.0933883401155432,0.328324147879815,6.94264500611011,2.39022897281083,1.54603653669984,1.10750486700229,1.09422271924222,0.888771234796911
3,"2000-2010",6.38320298232429,3.45839176298681,0.166173701896504,1.85967517674104,5.12194891933194,2.1319502691959,0.0895925328085754,1.46011995027665,6.68405722764886,1.23160133532504,0.0294269845610256,1.1097753535401,104.7,85.7888888888889,0.00799652315399229,9.262229153335,2230.8,66.2799005033822,-0.0804780561692006,1.76066499794219,-3.24498387066039,3.084027758322,-2.0034805850838,2.12795955726768,-5.82813797297196,1.82117680280436,1.70232781192291,2.88873801628035,-3.48970375555025,6.89435937939607,-0.0256462341877946,0.0770257609005274,-0.164087373484715,0.112794905109126,-0.10865005706095,0.0983930343612896,-0.285495356823055,0.0681952427011554,0.108121736435933,0.180295194772554,-0.215929228880811,0.432172701752677,3.14237411535804,0.21810742325933,0.0647004862886413,0.101818938340215,0.334395908178444,6.75974178439187,5.3601242672632,2.31519421804375,0.974679837029415,0.897044276889306,1.11418337384375
4,"1950-1960",7.1449060902989,1.97625285327787,0.0399505938154419,1.4057926067802,6.2930988931547,2.44724191978882,0.0784893022784677,1.5643662997485,6.52656542789038,3.29356274274507,0.105823673076582,1.8148175508147,108.9,100.322222222222,0.00858444367596313,10.0160981535837,2370,62.5604352369795,2.9750237498147,2.28891604283735,-1.13892645360657,7.08897395323596,-1.67821069478781,2.18453666530322,-5.60455613097295,2.24813474139733,-4.75939408536714,0.987943530415121,-6.53506012634688,-2.98372804438741,0.199744258688972,0.147893005546792,-0.0660690996287064,0.465557617006651,-0.0968819720397134,0.111794878343597,-0.297814882594605,0.104050938515179,-0.235688527899007,0.0565366871422996,-0.337303926287106,-0.134073129510908,-0.193858679477772,0.00594865259136046,0.208937355155583,-0.369581886169292,0.381479191352013,6.92569339358578,1.17447818804478,1.08373344879854,1.22109043495618,0.907663129439171,0.790026706892849
4,"2000-2010",7.11493734096875,3.16416409032167,0.117836984098769,1.77880973977592,5.75555228681232,1.85455837496499,0.0616500478170089,1.36182171188632,7.41581950637466,1.1381874539714,0.0216943651359293,1.06685868509911,103.9,42.3222222222222,0.00383665615871186,6.50555318341355,2264.4,73.9417477189037,0.710564823936499,1.26839368816402,-1.56916425908055,2.99029390695355,0.469425898495577,1.68078428259829,-2.55150746554823,3.49035926253939,-3.30124145798075,1.81265281339659,-6.55918682200603,-0.0432960939554756,0.032625936902071,0.062744086833873,-0.0801462417024876,0.14539811550663,0.0313893073396762,0.0874982347150589,-0.125874381571694,0.188652996251047,-0.234681908171132,0.1233768394949,-0.456431489387022,-0.0129323269552421,0.703585707825206,0.0289800083234335,0.150405899886219,-0.241349864355359,0.299309881002226,7.31135467528816,0.980267913167855,0.990084800998306,1.03316399842457,1.03188714694018,0.790822363756317
5,"1950-1960",6.64215610153624,2.52261797967811,0.063640337207488,1.58827515867941,5.76896339762366,2.44459163390484,0.0913913489987712,1.56351899058017,6.14795887897585,3.54164573204309,0.129386611409203,1.8819260697602,106.2,107.511111111111,0.0096377495261735,10.3687564881769,2367.6,58.1704060342022,4.43142461793904,1.69489451240207,1.38513043607353,7.47771879980456,-3.74287168891206,1.9355258182896,-7.22166107430562,-0.2640823035185,-4.11980619496371,1.29341866683369,-6.44451356209514,-1.79509882783227,0.256923615893383,0.103338732481136,0.071189237018975,0.442657994767791,-0.185331146308072,0.0942789642881166,-0.354782081620951,-0.0158802109951923,-0.184434262150174,0.0711266475851337,-0.312272715297984,-0.0565958090023644,-2.36808360323177,-0.143171444263599,0.180475468612707,-0.467546422164243,0.181203533637046,6.5703546918508,1.36924228935085,1.17014626835745,1.29294636243459,0.830829112300442,0.831574604029072
5,"2000-2010",6.66612485100049,3.61729239905831,0.157378467411044,1.90191808421349,5.4638733078246,2.18418359542392,0.0841696664635115,1.47789837114191,6.94174574647923,1.49268858036469,0.0348273714860041,1.22175635065454,102.9,27.4333333333333,0.00249626075032659,5.23768396653839,2314.8,57.6280143386312,0.334961240902359,0.966420088431498,-1.40201995237231,2.07194243417703,0.196418273425611,1.25107024590874,-2.05217477076072,2.44501131761194,-2.85234080925672,1.13151572041754,-4.88605425311713,-0.818627365396307,0.0103421343095519,0.0443770128700639,-0.06941824908036,0.0901025176994639,0.0138431341424349,0.0606896348011808,-0.095236504762268,0.122922773047138,-0.176629829002962,0.0711311807733876,-0.304476429811233,-0.0487832281946921,-1.49165499400944,-0.0978109623996233,0.0805401428513167,-0.242568625356987,0.0469467005577406,6.59129017525383,1.59607180401134,1.26335735404174,1.0103957990236,1.01393939399033,0.838089963707256
