"pepid","bbch","year","doy","lon","lat"
"6128","60","2001","112","11.0167","51.05"
"6371","60","2001","112","11.0167","51.2833"
"868","60","2001","113","9.31667","53.6167"
"2133","60","2001","113","10","50.85"
"3837","60","2001","113","12.1167","49.3333"
"3890","60","2001","113","12.35","49.35"
"4469","60","2001","113","10.3","48.55"
"4892","60","2001","113","12.1167","52.9833"
"5963","60","2001","113","11.3667","51.9167"
"6086","60","2001","113","11.2167","51.3"
"6088","60","2001","113","11.3833","51.3167"
"6416","60","2001","113","11.2167","51.0167"
"3808","60","2001","114","13.2333","48.55"
"4256","60","2001","114","10.3167","49.45"
"4265","60","2001","114","10.9833","49.1167"
"4687","60","2001","114","14.3167","51.7833"
"5078","60","2001","114","12.0667","54.1333"
"5643","60","2001","114","12.8833","51.65"
"5714","60","2001","114","12.1167","51.6"
"5763","60","2001","114","12.6","51.7667"
"5797","60","2001","114","12.1","52.75"
"5888","60","2001","114","11.95","52.7167"
"6030","60","2001","114","12.1333","51.05"
"6358","60","2001","114","11.3333","51.1167"
"1111","60","2001","114","10.85","52.4333"
"1203","60","2001","114","8.48333","53.3333"
"1594","60","2001","114","8.23333","51.9667"
"2009","60","2001","114","8.81667","50.5167"
"3014","60","2001","114","9.88333","49.0833"
"3215","60","2001","114","7.96667","47.9833"
"3642","60","2001","114","11.1667","48"
"481","60","2001","115","9.95","51.5333"
"596","60","2001","115","9.76667","52.55"
"3698","60","2001","115","12.6833","48.9833"
"3827","60","2001","115","13.5167","48.75"
"3865","60","2001","115","12.85","49.3167"
"3945","60","2001","115","11.6167","48.9"
"4097","60","2001","115","11.4333","50.05"
"4492","60","2001","115","10.7","47.5667"
"4580","60","2001","115","10.2667","47.5333"
"4921","60","2001","115","13","52.6"
"5570","60","2001","115","13.4167","51.2"
"5764","60","2001","115","12.55","51.6833"
"6120","60","2001","115","11.9833","50.9667"
"3912","60","2001","116","11.6667","49.15"
"4046","60","2001","116","11.1333","50.2167"
"4852","60","2001","116","14.5667","51.9667"
"4897","60","2001","116","13.8667","52.0167"
"5503","60","2001","116","12.6167","50.8667"
"5586","60","2001","116","14.85","51.2833"
"5663","60","2001","116","12.7333","51.3667"
"5766","60","2001","116","12.3167","51.7833"
"5781","60","2001","116","10.7167","51.9667"
"5942","60","2001","116","11.4","51.5"
"5998","60","2001","116","11.0333","51.8167"
"6125","60","2001","116","10.8333","51.0667"
"708","60","2001","116","11.2667","53.0333"
"906","60","2001","116","8.03333","52.2833"
"1136","60","2001","116","7.91667","53.25"
"1929","60","2001","116","8.73333","49.6833"
"2165","60","2001","116","9.6","51.2833"
"3539","60","2001","116","11.9167","48.3167"
"3632","60","2001","116","11.35","48.45"
"3633","60","2001","116","11.3167","48.6333"
"427","60","2001","117","9.45","52.4"
"926","60","2001","117","7.85","52.4"
"1620","60","2001","117","8.81667","51.6"
"2061","60","2001","117","10.0167","51.2167"
"2130","60","2001","117","9.56667","50.8333"
"2980","60","2001","117","9.88333","49.4333"
"3438","60","2001","117","9.55","47.9333"
"3803","60","2001","117","12.5667","48.4667"
"3895","60","2001","117","12.15","49.5833"
"4044","60","2001","117","11.0333","50.3"
"4045","60","2001","117","11.15","50.2667"
"4487","60","2001","117","10.9833","48.35"
"4693","60","2001","117","13.0333","52.4333"
"4887","60","2001","117","13.6333","52.35"
"4984","60","2001","117","12.95","52.3667"
"4993","60","2001","117","12.0833","53.0333"
"5180","60","2001","117","11.0833","53.2667"
"5507","60","2001","117","15.0333","51.2667"
"5684","60","2001","117","11.5833","52.1167"
"5729","60","2001","117","11.8333","52.1333"
"5924","60","2001","117","11.7833","51.45"
"6386","60","2001","117","11.6667","50.85"
"3744","60","2001","118","12.7333","49.1333"
"3798","60","2001","118","12.8833","49.0833"
"4710","60","2001","118","13.8833","53.1"
"4719","60","2001","118","14.1667","52.8"
"5163","60","2001","118","12.3833","53.75"
"5511","60","2001","118","12.8","51.1167"
"5695","60","2001","118","11.3","51.7167"
"5721","60","2001","118","11.9833","52.2167"
"5928","60","2001","118","11.3833","52.85"
"5949","60","2001","118","11.3667","51.5"
"6132","60","2001","118","12.2333","50.8"
"6254","60","2001","118","10.4","51.25"
"522","60","2001","118","10.15","52.0833"
"2054","60","2001","118","9.93333","51.1833"
"2852","60","2001","118","10.2167","49.0167"
"260","60","2001","119","9.88333","53.8667"
"388","60","2001","119","9.25","52.1667"
"502","60","2001","119","9.7","51.8"
"855","60","2001","119","9.51667","53.5667"
"2168","60","2001","119","9.51667","51.3833"
"3959","60","2001","119","11.6833","49.5333"
"4263","60","2001","119","10.9333","48.9"
"4419","60","2001","119","10.3833","50.4167"
"4741","60","2001","119","14.1167","52.2167"
"4751","60","2001","119","12.5333","52.0167"
"5034","60","2001","119","14.4833","51.5667"
"5501","60","2001","119","12.45","50.8667"
"5725","60","2001","119","11.9667","52.15"
"6089","60","2001","119","11.0167","51.4"
"6184","60","2001","119","10.7333","50.4333"
"6370","60","2001","119","10.7667","51.3"
"6431","60","2001","119","10.3333","51.35"
"3891","60","2001","120","12.3","49.3167"
"3897","60","2001","120","12.1833","49.7167"
"3967","60","2001","120","12.3167","49.7833"
"3981","60","2001","120","12.2667","49.65"
"4055","60","2001","120","11.1667","49.95"
"4098","60","2001","120","11.6167","50.1167"
"5098","60","2001","120","13.15","53.7167"
"5422","60","2001","120","14.1833","51.1667"
"5632","60","2001","120","14.2167","51.0667"
"5872","60","2001","120","11.1167","52.0833"
"5943","60","2001","120","11.0833","51.5667"
"6280","60","2001","120","10.8833","51.55"
"6429","60","2001","120","10.4833","51.4833"
"94","60","2001","120","10.6333","53.4833"
"1384","60","2001","120","7.61667","50.8667"
"1831","60","2001","120","8.16667","50.8833"
"2162","60","2001","120","9.86667","50.7833"
"2252","60","2001","120","9","51.25"
"2584","60","2001","120","7.05","49.7667"
"276","60","2001","121","9.78333","53.9"
"550","60","2001","121","9.8","51.7333"
"969","60","2001","121","7.95","52.25"
"1381","60","2001","121","7.61667","51.0333"
"1648","60","2001","121","8.6","52.2"
"2288","60","2001","121","9.21667","50.9"
"3563","60","2001","121","11.2833","48.7833"
"3625","60","2001","121","10.7833","47.7333"
"3824","60","2001","121","13.8167","48.75"
"3866","60","2001","121","12.7667","49.2167"
"3974","60","2001","121","12.3833","49.9167"
"4891","60","2001","121","12.4167","52.9333"
"5046","60","2001","121","13.6","53.2667"
"5048","60","2001","121","13.3333","53.2167"
"5054","60","2001","121","12.55","53.0667"
"5091","60","2001","121","11.4667","53.9"
"5103","60","2001","121","13.7833","53.7667"
"5236","60","2001","121","13.95","53.5167"
"5240","60","2001","121","12.7167","54.3333"
"5302","60","2001","121","13.8333","53.55"
"5307","60","2001","121","13.6167","53.4667"
"5406","60","2001","121","12.65","50.55"
"6162","60","2001","121","10.1","51.3"
"3783","60","2001","122","13.2","48.9333"
"3963","60","2001","122","12.2833","49.95"
"3993","60","2001","122","11.9167","50.3167"
"4013","60","2001","122","10.7","49.7833"
"5079","60","2001","122","12.0333","54.1667"
"5086","60","2001","122","11.3833","53.65"
"5156","60","2001","122","12.9667","54.0833"
"5248","60","2001","122","12.45","54.25"
"6090","60","2001","122","11.0833","51.4"
"6222","60","2001","122","11.5333","50.3833"
"6410","60","2001","122","11.2","50.8667"
"377","60","2001","122","8.58333","52.9"
"1074","60","2001","122","9.85","51.9"
"2284","60","2001","122","9.16667","51.3333"
"2327","60","2001","122","8.3","50.7833"
"148","60","2001","123","10.8333","54.25"
"186","60","2001","123","10.1833","54.3667"
"841","60","2001","123","9.5","53.1333"
"1042","60","2001","123","7.7","53.5333"
"1493","60","2001","123","6.63333","50.4833"
"1713","60","2001","123","9.3","51.5833"
"1790","60","2001","123","8.33333","51.35"
"1850","60","2001","123","8.46667","50.9833"
"5610","60","2001","123","11.95","50.4333"
"6024","60","2001","123","11.6833","52.3833"
"6188","60","2001","123","10.85","50.5167"
"3747","60","2001","124","12.9","48.65"
"5239","60","2001","124","12.4167","54.3667"
"1041","60","2001","124","7.11667","53.35"
"2242","60","2001","124","8.73333","51.35"
"807","60","2001","125","9.11667","53.45"
"4157","60","2001","125","11.8833","50.1"
"5244","60","2001","125","12.3667","54.3"
"6234","60","2001","127","10.05","50.5333"
"6342","60","2001","127","10.4333","50.8333"
"218","60","2001","128","9.66667","54.3"
"5277","60","2001","130","13.4333","54.6833"
"6266","60","2001","130","11.15","50.5"
"2613","60","2001","132","6.63333","50.2833"
"656","60","2001","135","10.35","52.5333"
"3036","60","2002","72","9.4","48.8"
"3260","60","2002","72","7.63333","47.8167"
"3254","60","2002","75","7.63333","47.6"
"2933","60","2002","76","9.15","49.0833"
"3200","60","2002","76","7.7","48.1333"
"3052","60","2002","77","8.58333","49.1333"
"3051","60","2002","78","8.55","49.5167"
"2678","60","2002","79","7.6","50.3"
"1466","60","2002","80","6.45","50.8833"
"1948","60","2002","81","8.6","49.8"
"3533","60","2002","82","11.9","48.0333"
"3023","60","2002","84","8.8","49.0667"
"3087","60","2002","84","8.73333","49.25"
"3197","60","2002","84","8","48.1167"
"3258","60","2002","85","7.6","47.8667"
"1333","60","2002","88","6.53333","51.5833"
"2020","60","2002","88","8.56667","49.9667"
"2390","60","2002","88","7.96667","49.9833"
"2864","60","2002","88","9.36667","48.9333"
"3161","60","2002","89","9.31667","49.75"
"2937","60","2002","90","9.28333","49.15"
"3464","60","2002","90","9.05","48.4167"
"4651","60","2002","90","7.11667","49.2"
"1929","60","2002","91","8.73333","49.6833"
"2355","60","2002","91","8.98333","50.1667"
"2769","60","2002","91","8.05","49.6"
"3237","60","2002","91","7.88333","48.3333"
"3492","60","2002","91","12.1333","47.8667"
"4067","60","2002","91","10.7167","49.75"
"4649","60","2002","91","7.25","49.2167"
"4687","60","2002","91","14.3167","51.7833"
"4285","60","2002","92","9.21667","49.9667"
"4421","60","2002","92","9.21667","49.65"
"911","60","2002","92","7.31667","52.8667"
"926","60","2002","92","7.85","52.4"
"1326","60","2002","92","6.25","51.5833"
"2939","60","2002","92","9.36667","49.15"
"3000","60","2002","92","9.56667","49.25"
"3105","60","2002","92","8.3","48.9667"
"3228","60","2002","92","8.78333","47.7667"
"3417","60","2002","92","9.53333","47.7667"
"1111","60","2002","93","10.85","52.4333"
"2061","60","2002","93","10.0167","51.2167"
"2793","60","2002","93","8.28333","49.4333"
"3179","60","2002","93","8.13333","48.7"
"4693","60","2002","93","13.0333","52.4333"
"5663","60","2002","93","12.7333","51.3667"
"5714","60","2002","93","12.1167","51.6"
"6125","60","2002","93","10.8333","51.0667"
"596","60","2002","94","9.76667","52.55"
"1217","60","2002","94","8.86667","53.1"
"2439","60","2002","94","8.63333","50.6167"
"3065","60","2002","95","9.4","49.4"
"3808","60","2002","95","13.2333","48.55"
"4265","60","2002","95","10.9833","49.1167"
"4719","60","2002","95","14.1667","52.8"
"5781","60","2002","95","10.7167","51.9667"
"5998","60","2002","95","11.0333","51.8167"
"6128","60","2002","95","11.0167","51.05"
"5528","60","2002","96","12.65","50.7333"
"5576","60","2002","96","13.2667","51.0667"
"1235","60","2002","97","6.45","51.2"
"2133","60","2002","97","10","50.85"
"3482","60","2002","97","12.8833","47.7333"
"3698","60","2002","97","12.6833","48.9833"
"4305","60","2002","97","10.3167","50.2"
"4984","60","2002","97","12.95","52.3667"
"5163","60","2002","97","12.3833","53.75"
"6030","60","2002","97","12.1333","51.05"
"6088","60","2002","97","11.3833","51.3167"
"502","60","2002","98","9.7","51.8"
"1136","60","2002","98","7.91667","53.25"
"2288","60","2002","98","9.21667","50.9"
"2761","60","2002","98","7.56667","49.4667"
"2852","60","2002","98","10.2167","49.0167"
"3642","60","2002","98","11.1667","48"
"3737","60","2002","98","11.85","48.8167"
"3837","60","2002","98","12.1167","49.3333"
"5695","60","2002","98","11.3","51.7167"
"481","60","2002","99","9.95","51.5333"
"1324","60","2002","99","6.18333","51.6333"
"4256","60","2002","99","10.3167","49.45"
"4469","60","2002","99","10.3","48.55"
"4592","60","2002","99","10.7333","48.5667"
"5963","60","2002","99","11.3667","51.9167"
"2009","60","2002","100","8.81667","50.5167"
"2977","60","2002","100","9.93333","49.45"
"3146","60","2002","100","8.95","49.3333"
"3317","60","2002","100","9.31667","47.7667"
"5766","60","2002","100","12.3167","51.7833"
"1384","60","2002","101","7.61667","50.8667"
"2165","60","2002","101","9.6","51.2833"
"4282","60","2002","101","9.15","50.0833"
"5570","60","2002","101","13.4167","51.2"
"2054","60","2002","102","9.93333","51.1833"
"2130","60","2002","102","9.56667","50.8333"
"2284","60","2002","102","9.16667","51.3333"
"3585","60","2002","102","12.7667","48.0667"
"3897","60","2002","102","12.1833","49.7167"
"4419","60","2002","102","10.3833","50.4167"
"6086","60","2002","102","11.2167","51.3"
"6184","60","2002","102","10.7333","50.4333"
"3744","60","2002","103","12.7333","49.1333"
"3865","60","2002","103","12.85","49.3167"
"3891","60","2002","103","12.3","49.3167"
"3912","60","2002","103","11.6667","49.15"
"4710","60","2002","103","13.8833","53.1"
"4852","60","2002","103","14.5667","51.9667"
"5586","60","2002","103","14.85","51.2833"
"5924","60","2002","103","11.7833","51.45"
"6045","60","2002","103","12.1333","50.8833"
"6179","60","2002","103","10.6","50.3667"
"427","60","2002","103","9.45","52.4"
"1569","60","2002","103","7.48333","52.0833"
"2890","60","2002","103","10.2333","49.1333"
"94","60","2002","104","10.6333","53.4833"
"717","60","2002","104","11.5333","53.0333"
"2572","60","2002","104","6.65","49.7333"
"2764","60","2002","104","7.63333","49.3833"
"3563","60","2002","104","11.2833","48.7833"
"3803","60","2002","104","12.5667","48.4667"
"4317","60","2002","104","9.91667","50.2833"
"4492","60","2002","104","10.7","47.5667"
"4751","60","2002","104","12.5333","52.0167"
"4897","60","2002","104","13.8667","52.0167"
"5098","60","2002","104","13.15","53.7167"
"5721","60","2002","104","11.9833","52.2167"
"5764","60","2002","104","12.55","51.6833"
"3798","60","2002","105","12.8833","49.0833"
"4487","60","2002","105","10.9833","48.35"
"4887","60","2002","105","13.6333","52.35"
"5684","60","2002","105","11.5833","52.1167"
"6044","60","2002","105","12.0833","50.8833"
"6216","60","2002","105","10.7","51.1833"
"1074","60","2002","106","9.85","51.9"
"4446","60","2002","106","9.98333","49.7667"
"4993","60","2002","106","12.0833","53.0333"
"5422","60","2002","106","14.1833","51.1667"
"6028","60","2002","106","12.1333","50.9667"
"6371","60","2002","106","11.0167","51.2833"
"969","60","2002","107","7.95","52.25"
"1381","60","2002","107","7.61667","51.0333"
"2112","60","2002","107","9.76667","50.5667"
"3945","60","2002","107","11.6167","48.9"
"4813","60","2002","107","13.55","51.5667"
"5507","60","2002","107","15.0333","51.2667"
"5749","60","2002","107","11.4333","52.6833"
"5871","60","2002","107","11.8167","51.2333"
"6254","60","2002","107","10.4","51.25"
"977","60","2002","108","8.03333","52.3167"
"2489","60","2002","108","7.28333","49.6333"
"3632","60","2002","108","11.35","48.45"
"4046","60","2002","108","11.1333","50.2167"
"4240","60","2002","108","10.3333","49.3833"
"4263","60","2002","108","10.9333","48.9"
"4910","60","2002","108","13.6167","51.7833"
"5061","60","2002","108","13.3333","52.2"
"5333","60","2002","108","14.0667","53.75"
"6089","60","2002","108","11.0167","51.4"
"6280","60","2002","108","10.8833","51.55"
"4865","60","2002","109","13.3833","51.7167"
"4937","60","2002","109","12.6667","52.9833"
"5034","60","2002","109","14.4833","51.5667"
"5054","60","2002","109","12.55","53.0667"
"5103","60","2002","109","13.7833","53.7667"
"5248","60","2002","109","12.45","54.25"
"148","60","2002","109","10.8333","54.25"
"467","60","2002","109","9.4","52.2167"
"1203","60","2002","109","8.48333","53.3333"
"2168","60","2002","109","9.51667","51.3833"
"3014","60","2002","109","9.88333","49.0833"
"186","60","2002","110","10.1833","54.3667"
"550","60","2002","110","9.8","51.7333"
"1493","60","2002","110","6.63333","50.4833"
"1648","60","2002","110","8.6","52.2"
"4045","60","2002","110","11.15","50.2667"
"4097","60","2002","110","11.4333","50.05"
"4364","60","2002","110","10.4333","50.15"
"5302","60","2002","110","13.8333","53.55"
"5307","60","2002","110","13.6167","53.4667"
"5872","60","2002","110","11.1167","52.0833"
"6386","60","2002","110","11.6667","50.85"
"6410","60","2002","110","11.2","50.8667"
"6429","60","2002","110","10.4833","51.4833"
"6437","60","2002","110","10.35","51.4333"
"4055","60","2002","111","11.1667","49.95"
"5046","60","2002","111","13.6","53.2667"
"5943","60","2002","111","11.0833","51.5667"
"6090","60","2002","111","11.0833","51.4"
"6120","60","2002","111","11.9833","50.9667"
"6132","60","2002","111","12.2333","50.8"
"6162","60","2002","111","10.1","51.3"
"6370","60","2002","111","10.7667","51.3"
"218","60","2002","111","9.66667","54.3"
"3866","60","2002","112","12.7667","49.2167"
"3959","60","2002","112","11.6833","49.5333"
"4013","60","2002","112","10.7","49.7833"
"4098","60","2002","112","11.6167","50.1167"
"5048","60","2002","112","13.3333","53.2167"
"5079","60","2002","112","12.0333","54.1667"
"5086","60","2002","112","11.3833","53.65"
"5156","60","2002","112","12.9667","54.0833"
"5244","60","2002","112","12.3667","54.3"
"5693","60","2002","112","11.5","51.7333"
"5928","60","2002","112","11.3833","52.85"
"6431","60","2002","112","10.3333","51.35"
"4891","60","2002","113","12.4167","52.9333"
"5155","60","2002","113","13.1667","54.0833"
"5725","60","2002","113","11.9667","52.15"
"6024","60","2002","113","11.6833","52.3833"
"260","60","2002","113","9.88333","53.8667"
"529","60","2002","113","9.65","51.9333"
"3388","60","2002","113","8.43333","48.4667"
"3390","60","2002","113","8.46667","48.4167"
"841","60","2002","114","9.5","53.1333"
"3981","60","2002","114","12.2667","49.65"
"5078","60","2002","114","12.0667","54.1333"
"5180","60","2002","114","11.0833","53.2667"
"5236","60","2002","114","13.95","53.5167"
"5240","60","2002","114","12.7167","54.3333"
"3824","60","2002","115","13.8167","48.75"
"3890","60","2002","115","12.35","49.35"
"3963","60","2002","115","12.2833","49.95"
"5406","60","2002","115","12.65","50.55"
"2242","60","2002","115","8.73333","51.35"
"3625","60","2002","115","10.7833","47.7333"
"377","60","2002","116","8.58333","52.9"
"1713","60","2002","116","9.3","51.5833"
"5632","60","2002","116","14.2167","51.0667"
"807","60","2002","117","9.11667","53.45"
"2327","60","2002","117","8.3","50.7833"
"3918","60","2002","119","11.7667","49.2167"
"3982","60","2002","119","12.4167","49.55"
"5610","60","2002","119","11.95","50.4333"
"3967","60","2002","120","12.3167","49.7833"
"3993","60","2002","121","11.9167","50.3167"
"6222","60","2002","121","11.5333","50.3833"
"276","60","2002","121","9.78333","53.9"
"3783","60","2002","122","13.2","48.9333"
"5277","60","2002","122","13.4333","54.6833"
"6188","60","2002","123","10.85","50.5167"
"1790","60","2002","123","8.33333","51.35"
"6234","60","2002","124","10.05","50.5333"
"4157","60","2002","125","11.8833","50.1"
"3747","60","2002","128","12.9","48.65"
"6342","60","2002","128","10.4333","50.8333"
"6266","60","2002","129","11.15","50.5"
"2613","60","2002","131","6.63333","50.2833"
"1850","60","2002","132","8.46667","50.9833"
"3254","60","2003","84","7.63333","47.6"
"3260","60","2003","85","7.63333","47.8167"
"3200","60","2003","87","7.7","48.1333"
"3052","60","2003","88","8.58333","49.1333"
"3179","60","2003","89","8.13333","48.7"
"2355","60","2003","90","8.98333","50.1667"
"2933","60","2003","90","9.15","49.0833"
"3105","60","2003","90","8.3","48.9667"
"3237","60","2003","90","7.88333","48.3333"
"2049","60","2003","91","8.91667","50.1167"
"2864","60","2003","91","9.36667","48.9333"
"1235","60","2003","92","6.45","51.2"
"1466","60","2003","92","6.45","50.8833"
"3197","60","2003","92","8","48.1167"
"4421","60","2003","92","9.21667","49.65"
"3023","60","2003","93","8.8","49.0667"
"1326","60","2003","94","6.25","51.5833"
"1948","60","2003","94","8.6","49.8"
"2390","60","2003","95","7.96667","49.9833"
"3258","60","2003","97","7.6","47.8667"
"2572","60","2003","98","6.65","49.7333"
"2793","60","2003","98","8.28333","49.4333"
"2977","60","2003","98","9.93333","49.45"
"1333","60","2003","99","6.53333","51.5833"
"2761","60","2003","100","7.56667","49.4667"
"3533","60","2003","100","11.9","48.0333"
"2937","60","2003","101","9.28333","49.15"
"4649","60","2003","101","7.25","49.2167"
"4977","60","2003","102","12.9833","52.3667"
"563","60","2003","102","10.0333","51.8"
"2041","60","2003","102","8.93333","50.05"
"938","60","2003","103","7.28333","52.2833"
"1324","60","2003","103","6.18333","51.6333"
"3087","60","2003","103","8.73333","49.25"
"3215","60","2003","103","7.96667","47.9833"
"3585","60","2003","103","12.7667","48.0667"
"4240","60","2003","103","10.3333","49.3833"
"388","60","2003","104","9.25","52.1667"
"1782","60","2003","104","8.35","51.6667"
"1980","60","2003","104","8.83333","49.7167"
"2439","60","2003","104","8.63333","50.6167"
"2769","60","2003","104","8.05","49.6"
"2865","60","2003","104","9.76667","49"
"3065","60","2003","104","9.4","49.4"
"3579","60","2003","104","12.9333","47.95"
"926","60","2003","105","7.85","52.4"
"1217","60","2003","105","8.86667","53.1"
"1892","60","2003","105","7.88333","51.5833"
"2020","60","2003","105","8.56667","49.9667"
"2565","60","2003","105","7.28333","49.9333"
"2852","60","2003","105","10.2167","49.0167"
"3161","60","2003","105","9.31667","49.75"
"3228","60","2003","105","8.78333","47.7667"
"3311","60","2003","105","9.31667","47.8"
"3492","60","2003","105","12.1333","47.8667"
"3501","60","2003","105","12.8333","48.15"
"4446","60","2003","105","9.98333","49.7667"
"911","60","2003","106","7.31667","52.8667"
"975","60","2003","106","8.05","52.15"
"1381","60","2003","106","7.61667","51.0333"
"1384","60","2003","106","7.61667","50.8667"
"1929","60","2003","106","8.73333","49.6833"
"2764","60","2003","106","7.63333","49.3833"
"4067","60","2003","106","10.7167","49.75"
"4282","60","2003","106","9.15","50.0833"
"4469","60","2003","106","10.3","48.55"
"5714","60","2003","106","12.1167","51.6"
"6179","60","2003","106","10.6","50.3667"
"427","60","2003","107","9.45","52.4"
"481","60","2003","107","9.95","51.5333"
"2165","60","2003","107","9.6","51.2833"
"3317","60","2003","107","9.31667","47.7667"
"3482","60","2003","107","12.8833","47.7333"
"3539","60","2003","107","11.9167","48.3167"
"3542","60","2003","107","12.1833","48.3833"
"3895","60","2003","107","12.15","49.5833"
"3991","60","2003","107","10.9667","50.2667"
"4265","60","2003","107","10.9833","49.1167"
"4592","60","2003","107","10.7333","48.5667"
"6125","60","2003","107","10.8333","51.0667"
"3737","60","2003","108","11.85","48.8167"
"4046","60","2003","108","11.1333","50.2167"
"4256","60","2003","108","10.3167","49.45"
"4419","60","2003","108","10.3833","50.4167"
"5764","60","2003","108","12.55","51.6833"
"6030","60","2003","108","12.1333","51.05"
"6045","60","2003","108","12.1333","50.8833"
"480","60","2003","108","9.93333","51.5333"
"717","60","2003","108","11.5333","53.0333"
"985","60","2003","108","8.41667","52.2833"
"1648","60","2003","108","8.6","52.2"
"2009","60","2003","108","8.81667","50.5167"
"1493","60","2003","109","6.63333","50.4833"
"2061","60","2003","109","10.0167","51.2167"
"2130","60","2003","109","9.56667","50.8333"
"2252","60","2003","109","9","51.25"
"3388","60","2003","109","8.43333","48.4667"
"3563","60","2003","109","11.2833","48.7833"
"3632","60","2003","109","11.35","48.45"
"3698","60","2003","109","12.6833","48.9833"
"4305","60","2003","109","10.3167","50.2"
"4317","60","2003","109","9.91667","50.2833"
"5781","60","2003","109","10.7167","51.9667"
"5871","60","2003","109","11.8167","51.2333"
"6028","60","2003","109","12.1333","50.9667"
"6088","60","2003","109","11.3833","51.3167"
"6371","60","2003","109","11.0167","51.2833"
"3759","60","2003","110","12.3","48.7333"
"3837","60","2003","110","12.1167","49.3333"
"3890","60","2003","110","12.35","49.35"
"3912","60","2003","110","11.6667","49.15"
"4097","60","2003","110","11.4333","50.05"
"4364","60","2003","110","10.4333","50.15"
"4687","60","2003","110","14.3167","51.7833"
"4693","60","2003","110","13.0333","52.4333"
"4993","60","2003","110","12.0833","53.0333"
"6086","60","2003","110","11.2167","51.3"
"6216","60","2003","110","10.7","51.1833"
"6358","60","2003","110","11.3333","51.1167"
"6437","60","2003","110","10.35","51.4333"
"94","60","2003","110","10.6333","53.4833"
"377","60","2003","110","8.58333","52.9"
"596","60","2003","110","9.76667","52.55"
"1074","60","2003","110","9.85","51.9"
"1111","60","2003","110","10.85","52.4333"
"3578","60","2003","110","12.7167","47.8667"
"969","60","2003","111","7.95","52.25"
"1041","60","2003","111","7.11667","53.35"
"1203","60","2003","111","8.48333","53.3333"
"1733","60","2003","111","7.65","51.25"
"2168","60","2003","111","9.51667","51.3833"
"2404","60","2003","111","9.36667","50.3"
"2890","60","2003","111","10.2333","49.1333"
"3897","60","2003","111","12.1833","49.7167"
"3945","60","2003","111","11.6167","48.9"
"3959","60","2003","111","11.6833","49.5333"
"4241","60","2003","111","10.2667","49.2833"
"4263","60","2003","111","10.9333","48.9"
"4710","60","2003","111","13.8833","53.1"
"4984","60","2003","111","12.95","52.3667"
"5570","60","2003","111","13.4167","51.2"
"5643","60","2003","111","12.8833","51.65"
"5661","60","2003","111","12.6333","51.3667"
"5684","60","2003","111","11.5833","52.1167"
"5749","60","2003","111","11.4333","52.6833"
"5924","60","2003","111","11.7833","51.45"
"5963","60","2003","111","11.3667","51.9167"
"6044","60","2003","111","12.0833","50.8833"
"6128","60","2003","111","11.0167","51.05"
"6370","60","2003","111","10.7667","51.3"
"6386","60","2003","111","11.6667","50.85"
"6431","60","2003","111","10.3333","51.35"
"3803","60","2003","112","12.5667","48.4667"
"3827","60","2003","112","13.5167","48.75"
"3865","60","2003","112","12.85","49.3167"
"3891","60","2003","112","12.3","49.3167"
"3993","60","2003","112","11.9167","50.3167"
"4045","60","2003","112","11.15","50.2667"
"4852","60","2003","112","14.5667","51.9667"
"4897","60","2003","112","13.8667","52.0167"
"5048","60","2003","112","13.3333","53.2167"
"5078","60","2003","112","12.0667","54.1333"
"5086","60","2003","112","11.3833","53.65"
"5163","60","2003","112","12.3833","53.75"
"5333","60","2003","112","14.0667","53.75"
"5422","60","2003","112","14.1833","51.1667"
"5586","60","2003","112","14.85","51.2833"
"5663","60","2003","112","12.7333","51.3667"
"5766","60","2003","112","12.3167","51.7833"
"5790","60","2003","112","11.1667","52.4"
"5854","60","2003","112","11.7333","51.1333"
"5872","60","2003","112","11.1167","52.0833"
"5998","60","2003","112","11.0333","51.8167"
"6280","60","2003","112","10.8833","51.55"
"6406","60","2003","112","11.3333","51.0667"
"148","60","2003","112","10.8333","54.25"
"1042","60","2003","112","7.7","53.5333"
"1713","60","2003","112","9.3","51.5833"
"3642","60","2003","112","11.1667","48"
"186","60","2003","113","10.1833","54.3667"
"260","60","2003","113","9.88333","53.8667"
"841","60","2003","113","9.5","53.1333"
"2054","60","2003","113","9.93333","51.1833"
"2432","60","2003","113","8.38333","50.5167"
"4055","60","2003","113","11.1667","49.95"
"4098","60","2003","113","11.6167","50.1167"
"4751","60","2003","113","12.5333","52.0167"
"4887","60","2003","113","13.6333","52.35"
"4892","60","2003","113","12.1167","52.9833"
"4992","60","2003","113","12.2","53.25"
"5034","60","2003","113","14.4833","51.5667"
"5248","60","2003","113","12.45","54.25"
"5949","60","2003","113","11.3667","51.5"
"6090","60","2003","113","11.0833","51.4"
"6162","60","2003","113","10.1","51.3"
"6354","60","2003","113","12.3667","50.8833"
"3798","60","2003","114","12.8833","49.0833"
"3866","60","2003","114","12.7667","49.2167"
"3918","60","2003","114","11.7667","49.2167"
"3967","60","2003","114","12.3167","49.7833"
"3981","60","2003","114","12.2667","49.65"
"4487","60","2003","114","10.9833","48.35"
"4891","60","2003","114","12.4167","52.9333"
"5576","60","2003","114","13.2667","51.0667"
"5943","60","2003","114","11.0833","51.5667"
"6120","60","2003","114","11.9833","50.9667"
"6132","60","2003","114","12.2333","50.8"
"6254","60","2003","114","10.4","51.25"
