"datasetID","study","genus","species","woody","provenance.lat","provenance.long","continent","year","fieldchill","fieldsample.date","chilltemp","chillphotoperiod","chilldays","forcetemp","forcetemp_night","photoperiod_day","photoperiod_night","respvar","response","response.time","respvar.simple","Exp_Chilling_Hours","Exp_Utah_Model","Exp_Chill_portions","Field_Chilling_Hours","Field_Utah_Model","Field_Chill_portions","Total_Chilling_Hours","Total_Utah_Model","Total_Chill_portions","forceday","forcenight","photonight","photo","force"
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","136","15","","8","16","daystobudburst","timeonly",10.31,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","136","15","","24","0","daystobudburst","timeonly",6.95,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","136","15","","8","16","daystobudburst","timeonly",8.63,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","136","15","","24","0","daystobudburst","timeonly",8.63,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","136","15","","8","16","daystobudburst","timeonly",10.74,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","136","15","","8","16","daystobudburst","timeonly",6.95,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","44","15","","8","16","daystobudburst","timeonly",31.45,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","44","15","","24","0","daystobudburst","timeonly",31.15,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","44","15","","24","0","daystobudburst","timeonly",31.37,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","44","15","","8","16","daystobudburst","timeonly",56.41,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","44","15","","24","0","daystobudburst","timeonly",35.37,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","44","15","","8","16","daystobudburst","timeonly",49.31,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","44","15","","24","0","daystobudburst","timeonly",24.21,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","44","15","","8","16","daystobudburst","timeonly",49.05,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","44","15","","24","0","daystobudburst","timeonly",23.97,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","44","15","","8","16","daystobudburst","timeonly",31.79,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","44","15","","24","0","daystobudburst","timeonly",34.81,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","44","15","","8","16","daystobudburst","timeonly",56.42,"daystobudburst",1056,0,5.15694028921719,NA,NA,NA,1056,0,5.15694028921719,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","74","15","","8","16","daystobudburst","timeonly",27.94,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","74","15","","24","0","daystobudburst","timeonly",14.95,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","74","15","","8","16","daystobudburst","timeonly",22.21,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","74","15","","24","0","daystobudburst","timeonly",14.96,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","74","15","","8","16","daystobudburst","timeonly",24.73,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","74","15","","8","16","daystobudburst","timeonly",24.84,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","74","15","","24","0","daystobudburst","timeonly",22.11,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","74","15","","24","0","daystobudburst","timeonly",17.9,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","74","15","","24","0","daystobudburst","timeonly",18.02,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","74","15","","24","0","daystobudburst","timeonly",22.21,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","74","15","","8","16","daystobudburst","timeonly",28,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","74","15","","8","16","daystobudburst","timeonly",22.32,"daystobudburst",1776,0,9.07874195186457,NA,NA,NA,1776,0,9.07874195186457,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","105","15","","24","0","daystobudburst","timeonly",9.05,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","105","15","","8","16","daystobudburst","timeonly",9.26,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","105","15","","24","0","daystobudburst","timeonly",7.58,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","105","15","","8","16","daystobudburst","timeonly",11.79,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","105","15","","8","16","daystobudburst","timeonly",12.09,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","105","15","","8","16","daystobudburst","timeonly",13.24,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","105","15","","24","0","daystobudburst","timeonly",10.03,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","105","15","","8","16","daystobudburst","timeonly",10.32,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","105","15","","24","0","daystobudburst","timeonly",7.73,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","105","15","","24","0","daystobudburst","timeonly",10.74,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","105","15","","24","0","daystobudburst","timeonly",9.18,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","105","15","","8","16","daystobudburst","timeonly",13.05,"daystobudburst",0,1260,82.1024595282923,NA,NA,NA,0,1260,82.1024595282923,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","136","15","","8","16","daystobudburst","timeonly",4.21,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","136","15","","24","0","daystobudburst","timeonly",7.58,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","136","15","","24","0","daystobudburst","timeonly",0.42,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","136","15","","8","16","daystobudburst","timeonly",0.31,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","136","15","","8","16","daystobudburst","timeonly",4.42,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","136","15","","24","0","daystobudburst","timeonly",6.81,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","136","15","","24","0","daystobudburst","timeonly",0.08,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","136","15","","8","16","daystobudburst","timeonly",6.28,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","136","15","","24","0","daystobudburst","timeonly",3.14,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","136","15","","8","16","daystobudburst","timeonly",0.21,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","136","15","","8","16","daystobudburst","timeonly",5.9,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","136","15","","24","0","daystobudburst","timeonly",2.95,"daystobudburst",0,1632,106.429120844258,NA,NA,NA,0,1632,106.429120844258,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","44","15","","24","0","daystobudburst","timeonly",35.97,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","44","15","","8","16","daystobudburst","timeonly",45.9,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","44","15","","24","0","daystobudburst","timeonly",36.42,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","44","15","","24","0","daystobudburst","timeonly",38.57,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","44","15","","24","0","daystobudburst","timeonly",40.87,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","44","15","","24","0","daystobudburst","timeonly",29.68,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","44","15","","8","16","daystobudburst","timeonly",45.61,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","44","15","","8","16","daystobudburst","timeonly",57.93,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","44","15","","8","16","daystobudburst","timeonly",56.79,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","44","15","","8","16","daystobudburst","timeonly",57.47,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","44","15","","8","16","daystobudburst","timeonly",58.11,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","44","15","","24","0","daystobudburst","timeonly",41.05,"daystobudburst",0,528,34.4627477845268,NA,NA,NA,0,528,34.4627477845268,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","74","15","","8","16","daystobudburst","timeonly",25.33,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","74","15","","24","0","daystobudburst","timeonly",21.43,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","74","15","","24","0","daystobudburst","timeonly",22.32,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","74","15","","24","0","daystobudburst","timeonly",22.88,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","74","15","","8","16","daystobudburst","timeonly",23.19,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","74","15","","8","16","daystobudburst","timeonly",28.62,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","74","15","","24","0","daystobudburst","timeonly",21.26,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","74","15","","24","0","daystobudburst","timeonly",23.16,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","74","15","","24","0","daystobudburst","timeonly",22.04,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","10","8","74","15","","8","16","daystobudburst","timeonly",29.05,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","10","8","74","15","","8","16","daystobudburst","timeonly",25.9,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","10","8","74","15","","8","16","daystobudburst","timeonly",22.95,"daystobudburst",0,888,57.7757982123269,NA,NA,NA,0,888,57.7757982123269,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","105","15","","24","0","daystobudburst","timeonly",9.47,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","105","15","","8","16","daystobudburst","timeonly",12.5,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","105","15","","24","0","daystobudburst","timeonly",9.67,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","105","15","","8","16","daystobudburst","timeonly",11.28,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","105","15","","24","0","daystobudburst","timeonly",11.57,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","105","15","","24","0","daystobudburst","timeonly",8.83,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","105","15","","24","0","daystobudburst","timeonly",10.53,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","105","15","","8","16","daystobudburst","timeonly",13.05,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","105","15","","24","0","daystobudburst","timeonly",12,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","105","15","","8","16","daystobudburst","timeonly",9.9,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","105","15","","8","16","daystobudburst","timeonly",12.73,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","105","15","","8","16","daystobudburst","timeonly",12.42,"daystobudburst",2520,2520,83.9220853729006,NA,NA,NA,2520,2520,83.9220853729006,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","136","15","","24","0","daystobudburst","timeonly",3.58,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","136","15","","8","16","daystobudburst","timeonly",3.58,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","136","15","","8","16","daystobudburst","timeonly",6.4,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","136","15","","8","16","daystobudburst","timeonly",7.17,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","136","15","","8","16","daystobudburst","timeonly",6.74,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","136","15","","24","0","daystobudburst","timeonly",5.94,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","136","15","","8","16","daystobudburst","timeonly",7.16,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","136","15","","24","0","daystobudburst","timeonly",6.74,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","136","15","","24","0","daystobudburst","timeonly",3.79,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","136","15","","8","16","daystobudburst","timeonly",3.79,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","136","15","","24","0","daystobudburst","timeonly",7.37,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","136","15","","24","0","daystobudburst","timeonly",7.84,"daystobudburst",3264,3264,109.098001095075,NA,NA,NA,3264,3264,109.098001095075,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","44","15","","24","0","daystobudburst","timeonly",33.47,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","44","15","","8","16","daystobudburst","timeonly",49.26,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","44","15","","24","0","daystobudburst","timeonly",32.59,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","44","15","","8","16","daystobudburst","timeonly",41.7,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","44","15","","8","16","daystobudburst","timeonly",49.4,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","44","15","","8","16","daystobudburst","timeonly",52.21,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","44","15","","24","0","daystobudburst","timeonly",27.56,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","44","15","","24","0","daystobudburst","timeonly",32.63,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","5","8","44","15","","8","16","daystobudburst","timeonly",51.92,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","44","15","","24","0","daystobudburst","timeonly",27.79,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","5","8","44","15","","24","0","daystobudburst","timeonly",32.13,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","44","15","","8","16","daystobudburst","timeonly",41.47,"daystobudburst",1056,1056,35.2486483100299,NA,NA,NA,1056,1056,35.2486483100299,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","5","8","74","15","","8","16","daystobudburst","timeonly",22.11,"daystobudburst",1776,1776,58.7461696507261,NA,NA,NA,1776,1776,58.7461696507261,15,NA,16,8,15
