"datasetID","study","genus","species","woody","provenance.lat","provenance.long","continent","year","fieldchill","fieldsample.date","chilltemp","chillphotoperiod","chilldays","forcetemp","forcetemp_night","photoperiod_day","photoperiod_night","respvar","response","response.time","respvar.simple","Exp_Chilling_Hours","Exp_Utah_Model","Exp_Chill_portions","Field_Chilling_Hours","Field_Utah_Model","Field_Chill_portions","Total_Chilling_Hours","Total_Utah_Model","Total_Chill_portions","forceday","forcenight","photonight","photo","force"
"Heide03","exp1","Betula","pendula","yes",60.5,7.7,"europe",NA,"no","","5","10","40","15","","24","0","daystobudburst","timeonly",54.86,"daystobudburst",960,960,31.8918595470733,NA,NA,NA,960,960,31.8918595470733,15,NA,0,24,15
"Heide03","exp1","Betula","pendula","yes",60.5,7.7,"europe",NA,"no","","5","10","40","15","","24","0","daystobudburst","timeonly",40.2,"daystobudburst",960,960,31.8918595470733,NA,NA,NA,960,960,31.8918595470733,15,NA,0,24,15
"Heide03","exp1","Betula","pendula","yes",60.5,7.7,"europe",NA,"no","","5","10","70","15","","24","0","daystobudburst","timeonly",14.91,"daystobudburst",1680,1680,56.2285780785086,NA,NA,NA,1680,1680,56.2285780785086,15,NA,0,24,15
"Heide03","exp1","Betula","pendula","yes",60.5,7.7,"europe",NA,"no","","5","10","70","15","","24","0","daystobudburst","timeonly",27.86,"daystobudburst",1680,1680,56.2285780785086,NA,NA,NA,1680,1680,56.2285780785086,15,NA,0,24,15
"Heide03","exp1","Betula","pendula","yes",60.5,7.7,"europe",NA,"no","","5","10","70","15","","24","0","daystobudburst","timeonly",20.31,"daystobudburst",1680,1680,56.2285780785086,NA,NA,NA,1680,1680,56.2285780785086,15,NA,0,24,15
"junttila12","exp1","Betula","pendula","yes",67.05,15.033,"europe",2010,"","","","0","0","9","","24","0","elongation","31",160,"growth",0,0,0,NA,NA,NA,0,0,0,9,NA,0,24,9
"junttila12","exp1","Betula","pendula","yes",59.783,9.417,"europe",2010,"","","","0","0","9","","24","0","elongation","105",160,"growth",0,0,0,NA,NA,NA,0,0,0,9,NA,0,24,9
"junttila12","exp1","Betula","pendula","yes",67.05,15.033,"europe",2010,"","","","0","0","12","","24","0","elongation","259",160,"growth",0,0,0,NA,NA,NA,0,0,0,12,NA,0,24,12
"junttila12","exp1","Betula","pendula","yes",67.05,15.033,"europe",2010,"","","","0","0","15","","24","0","elongation","210",160,"growth",0,0,0,NA,NA,NA,0,0,0,15,NA,0,24,15
"laube14a","exp1","Betula","pendula","yes",48.403008,11.711811,"europe",2011,"yes","14-Mar-2012","","","110","7","","8","16","degreedaystobudburstconvertedtodays","timeonly",18,"daystobudburst",NA,NA,NA,2239,1801.5,103.547699511753,2239,1801.5,103.547699511753,7,NA,16,8,7
"laube14a","exp1","Betula","pendula","yes",48.403008,11.711811,"europe",2011,"yes","14-Mar-2012","","","110","7","","12","12","degreedaystobudburstconvertedtodays","timeonly",17,"daystobudburst",NA,NA,NA,2239,1801.5,103.547699511753,2239,1801.5,103.547699511753,7,NA,12,12,7
"laube14a","exp1","Betula","pendula","yes",48.403008,11.711811,"europe",2011,"yes","14-Mar-2012","","","110","7","","16","8","degreedaystobudburstconvertedtodays","timeonly",19,"daystobudburst",NA,NA,NA,2239,1801.5,103.547699511753,2239,1801.5,103.547699511753,7,NA,8,16,7
"laube14a","exp1","Betula","pendula","yes",48.403008,11.711811,"europe",2011,"yes","14-Dec-2011","","","33","7","","8","16","degreedaystobudburstconvertedtodays","timeonly",25,"daystobudburst",NA,NA,NA,1003,868.5,51.6913728053825,1003,868.5,51.6913728053825,7,NA,16,8,7
"laube14a","exp1","Betula","pendula","yes",48.403008,11.711811,"europe",2011,"yes","14-Dec-2011","","","33","7","","12","12","degreedaystobudburstconvertedtodays","timeonly",24,"daystobudburst",NA,NA,NA,1003,868.5,51.6913728053825,1003,868.5,51.6913728053825,7,NA,12,12,7
"laube14a","exp1","Betula","pendula","yes",48.403008,11.711811,"europe",2011,"yes","14-Dec-2011","","","33","7","","16","8","degreedaystobudburstconvertedtodays","timeonly",24,"daystobudburst",NA,NA,NA,1003,868.5,51.6913728053825,1003,868.5,51.6913728053825,7,NA,8,16,7
"laube14a","exp1","Betula","pendula","yes",48.403008,11.711811,"europe",2011,"yes","30-Jan-2012","","","73","7","","8","16","degreedaystobudburstconvertedtodays","timeonly",20,"daystobudburst",NA,NA,NA,1780,1399,79.879632404017,1780,1399,79.879632404017,7,NA,16,8,7
"laube14a","exp1","Betula","pendula","yes",48.403008,11.711811,"europe",2011,"yes","30-Jan-2012","","","73","7","","12","12","degreedaystobudburstconvertedtodays","timeonly",19,"daystobudburst",NA,NA,NA,1780,1399,79.879632404017,1780,1399,79.879632404017,7,NA,12,12,7
"laube14a","exp1","Betula","pendula","yes",48.403008,11.711811,"europe",2011,"yes","30-Jan-2012","","","73","7","","16","8","degreedaystobudburstconvertedtodays","timeonly",18,"daystobudburst",NA,NA,NA,1780,1399,79.879632404017,1780,1399,79.879632404017,7,NA,8,16,7
"laube14b","exp1","Betula","pendula","yes",48.403008,11.711811,"europe",2013,"no","03-Mar-2012","","","","25.3","","16","","daystoleafout","timeonly",11.06,"daystobudburst",NA,NA,NA,2044,1615,95.9574954377482,2044,1615,95.9574954377482,25.3,NA,NA,16,25.3
"linkosalo06","exp1","Betula","pendula","yes",60.17,24.95,"europe",2004,"no","","0","","21","15","","17","7","daystobudburst","timeonly",138,"daystobudburst",504,0,2.15477164498651,NA,NA,NA,504,0,2.15477164498651,15,NA,7,17,15
"linkosalo06","exp1","Betula","pendula","yes",60.17,24.95,"europe",2004,"no","","0","","21","15","","17","7","daystobudburst","timeonly",131.63,"daystobudburst",504,0,2.15477164498651,NA,NA,NA,504,0,2.15477164498651,15,NA,7,17,15
"linkosalo06","exp1","Betula","pendula","yes",60.17,24.95,"europe",2004,"no","","0","","21","15","","17","7","daystobudburst","timeonly",136.59,"daystobudburst",504,0,2.15477164498651,NA,NA,NA,504,0,2.15477164498651,15,NA,7,17,15
"linkosalo06","exp1","Betula","pendula","yes",60.17,24.95,"europe",2004,"no","","0","","21","15","","16","8","daystobudburst","timeonly",120.96,"daystobudburst",504,0,2.15477164498651,NA,NA,NA,504,0,2.15477164498651,15,NA,8,16,15
"linkosalo06","exp1","Betula","pendula","yes",60.17,24.95,"europe",2004,"no","","0","","21","15","","16","8","daystobudburst","timeonly",120.22,"daystobudburst",504,0,2.15477164498651,NA,NA,NA,504,0,2.15477164498651,15,NA,8,16,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","105","15","","24","0","daystobudburst","timeonly",11.79,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","105","15","","8","16","daystobudburst","timeonly",13.28,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","105","15","","24","0","daystobudburst","timeonly",11.6,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","105","15","","8","16","daystobudburst","timeonly",12.84,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","105","15","","8","16","daystobudburst","timeonly",11.37,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","105","15","","24","0","daystobudburst","timeonly",9.31,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","105","15","","24","0","daystobudburst","timeonly",9.68,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","105","15","","24","0","daystobudburst","timeonly",12.29,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","105","15","","8","16","daystobudburst","timeonly",14.43,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","105","15","","8","16","daystobudburst","timeonly",14.74,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","105","15","","24","0","daystobudburst","timeonly",11.79,"daystobudburst",2520,0,13.1312945140011,NA,NA,NA,2520,0,13.1312945140011,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","136","15","","8","16","daystobudburst","timeonly",6.57,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","136","15","","24","0","daystobudburst","timeonly",7.58,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","136","15","","8","16","daystobudburst","timeonly",7.79,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,16,8,15
"myking95","exp1","Betula","pendula","yes",64,11.5,"europe",1994,"","","0","8","136","15","","24","0","daystobudburst","timeonly",8.32,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",69,18.6,"europe",1994,"","","0","8","136","15","","24","0","daystobudburst","timeonly",6.26,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,0,24,15
"myking95","exp1","Betula","pendula","yes",56.1,9.15,"europe",1994,"","","0","8","136","15","","24","0","daystobudburst","timeonly",7.71,"daystobudburst",3264,0,17.1838471001481,NA,NA,NA,3264,0,17.1838471001481,15,NA,0,24,15
